Gene;Androgen human and mouse;Estrogen human and mouse and rat;Glucocorticoid human and mouse and rat;Peroxisome proliferator-activated receptor human and mouse and rat;Progesterone receptor human and mouse;RA human and mouse;Thyroid hormone only mouse
CREG1;Androgen receptor;Estrogen receptors;;;;Retinoic acid;Thyroid hormone
GNPTAB;Androgen receptor;Estrogen receptors;;;;Retinoic acid;Thyroid hormone
POLR2H;Androgen receptor;Estrogen receptors;;;;Retinoic acid;Thyroid hormone
PHLDA2;Androgen receptor;Estrogen receptors;;;;Retinoic acid;Thyroid hormone
RPL36AL;Androgen receptor;Estrogen receptors;;;;Retinoic acid;Thyroid hormone
MVP;Androgen receptor;Estrogen receptors;;;;Retinoic acid;Thyroid hormone
TTC23;Androgen receptor;Estrogen receptors;;;;Retinoic acid;Thyroid hormone
BBS1;Androgen receptor;Estrogen receptors;;;;Retinoic acid;Thyroid hormone
ABHD14B;Androgen receptor;Estrogen receptors;;;;Retinoic acid;Thyroid hormone
KIZ;Androgen receptor;Estrogen receptors;;;;Retinoic acid;Thyroid hormone
SLC7A7;Androgen receptor;Estrogen receptors;;;;Retinoic acid;Thyroid hormone
MBOAT2;Androgen receptor;Estrogen receptors;;;;Retinoic acid;
GADD45G;Androgen receptor;Estrogen receptors;;;;Retinoic acid;
LRP6;Androgen receptor;Estrogen receptors;;;;Retinoic acid;
COMTD1;Androgen receptor;Estrogen receptors;;;;Retinoic acid;
TMEM45A;Androgen receptor;Estrogen receptors;;;;Retinoic acid;
AES;Androgen receptor;Estrogen receptors;;;;Retinoic acid;
11-Sep;Androgen receptor;Estrogen receptors;;;;Retinoic acid;
FAM189A2;Androgen receptor;Estrogen receptors;;;;Retinoic acid;
CAMK1;Androgen receptor;Estrogen receptors;;;;Retinoic acid;
INTS6L;Androgen receptor;Estrogen receptors;;;;Retinoic acid;
RAP1GAP;Androgen receptor;Estrogen receptors;;;;Retinoic acid;
GALNT7;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
SLC25A13;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
S100A11;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
AR;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
ALDH4A1;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
GSTK1;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
BBS4;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
MFSD5;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
ARSG;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
HEY1;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
FN1;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
TMEM106C;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
ORC6;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
PLGRKT;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
IFIT2;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
RPN1;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
KDELR3;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
AS3MT;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
ZCCHC9;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
HSD11B2;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
SMPDL3A;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
TSG101;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
NRM;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
RNF149;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
EIF3D;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
LAMA3;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
GPX7;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
CCDC115;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
RANGRF;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
JDP2;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
TMEM41A;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
PGM1;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
LBR;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
ITGB5;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
IFIT3;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
ARMCX3;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
MPHOSPH6;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
SLC9A3R1;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
TFCP2L1;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
R3HCC1;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
PPME1;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
GPR19;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
RPS27L;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
CLDND1;Androgen receptor;Estrogen receptors;;;Progesterone;;Thyroid hormone
PLXDC2;Androgen receptor;Estrogen receptors;;;Progesterone;;
DDAH2;Androgen receptor;Estrogen receptors;;;Progesterone;;
XPNPEP1;Androgen receptor;Estrogen receptors;;;Progesterone;;
TMSB4X;Androgen receptor;Estrogen receptors;;;Progesterone;;
IARS;Androgen receptor;Estrogen receptors;;;Progesterone;;
CACNA2D3;Androgen receptor;Estrogen receptors;;;Progesterone;;
SCNM1;Androgen receptor;Estrogen receptors;;;Progesterone;;
PXMP2;Androgen receptor;Estrogen receptors;;;Progesterone;;
DAXX;Androgen receptor;Estrogen receptors;;;Progesterone;;
FAM83F;Androgen receptor;Estrogen receptors;;;Progesterone;;
CITED4;Androgen receptor;Estrogen receptors;;;Progesterone;;
DLL1;Androgen receptor;Estrogen receptors;;;Progesterone;;
HK2;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
TMEM51;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
CXCR4;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
SELENOW;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
CDKN1A;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
IFI30;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
STAP2;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
RIN2;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
GAS6;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
P4HA2;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
MLX;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
PCOLCE2;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
PMP22;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;Thyroid hormone
MATN2;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;
WARS;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;
MAN2A1;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;
PCK2;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;
AHR;Androgen receptor;Estrogen receptors;;;Progesterone;Retinoic acid;
FUT8;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ARL6IP5;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
NDUFAF4;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
EPDR1;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ACACA;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SEC11C;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ACAD8;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PDIA4;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
LDLRAD3;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
MPZL1;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
AMD1;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
OSBPL8;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
NXT1;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PSAP;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
HYOU1;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CTSK;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
EIF4EBP1;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
LRP10;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ALG3;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RIDA;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PRKCD;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DHTKD1;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SLC39A7;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SLC39A4;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ZBTB41;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
EXOC8;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
HINT2;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PPIL1;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SH3BGRL3;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RNPEP;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
GUCD1;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
NHP2;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
GRN;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PCOLCE;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
HSPA5;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TIMM23;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SELENOK;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ECM1;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
HIBCH;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
S100A10;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PGAP2;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
IDH2;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DBN1;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
EXOSC5;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
AGPAT2;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TMEM53;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
OSTC;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
VAMP7;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RRP9;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RNF126;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
IGFALS;Androgen receptor;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
