ID;Family;Physiological System;Organ;Species;Gene;Percentile;Discovery Rate;GMFC;cPValue;DOI
3510622;Thyroid hormone receptors;ALL;ALL;House Mouse;Bcl3;100;0,733333333;1,79838918;9,43E-23;10.1621/RMOspi4wWY.1
3515972;Thyroid hormone receptors;ALL;ALL;House Mouse;Idh3a;99;0,7;1,681114932;4,39E-21;10.1621/RMOspi4wWY.1
3517940;Thyroid hormone receptors;ALL;ALL;House Mouse;Mmd;99;0,677419355;1,460375788;1,3E-20;10.1621/RMOspi4wWY.1
3523214;Thyroid hormone receptors;ALL;ALL;House Mouse;Stat5a;99;0,689655172;1,481855688;6,16E-20;10.1621/RMOspi4wWY.1
3518557;Thyroid hormone receptors;ALL;ALL;House Mouse;Ndrg1;99;0,703703704;1,554928193;2,87E-19;10.1621/RMOspi4wWY.1
3524543;Thyroid hormone receptors;ALL;ALL;House Mouse;Trp53inp2;99;0,64516129;1,719556612;4,72E-19;10.1621/RMOspi4wWY.1
3511653;Thyroid hormone receptors;ALL;ALL;House Mouse;Ces1f;99;0,655172414;2,584439337;2,35E-18;10.1621/RMOspi4wWY.1
3513659;Thyroid hormone receptors;ALL;ALL;House Mouse;Ephx1;99;0,633333333;1,46081948;6,1E-18;10.1621/RMOspi4wWY.1
3525366;Thyroid hormone receptors;ALL;ALL;House Mouse;Wipf3;99;0,666666667;1,390008405;1,16E-17;10.1621/RMOspi4wWY.1
3515940;Thyroid hormone receptors;ALL;ALL;House Mouse;Hyi;99;0,612903226;1,537662151;1,5E-17;10.1621/RMOspi4wWY.1
3517543;Thyroid hormone receptors;ALL;ALL;House Mouse;Mapk6;99;0,612903226;1,318549846;1,5E-17;10.1621/RMOspi4wWY.1
3520026;Thyroid hormone receptors;ALL;ALL;House Mouse;Plekhf1;99;0,612903226;1,298030548;1,5E-17;10.1621/RMOspi4wWY.1
3514458;Thyroid hormone receptors;ALL;ALL;House Mouse;Frmd8;99;0,612903226;1,416629819;1,5E-17;10.1621/RMOspi4wWY.1
3518444;Thyroid hormone receptors;ALL;ALL;House Mouse;Nadk;99;0,612903226;1,234102926;1,5E-17;10.1621/RMOspi4wWY.1
3512224;Thyroid hormone receptors;ALL;ALL;House Mouse;Cpne2;99;0,612903226;1,48577474;1,5E-17;10.1621/RMOspi4wWY.1
3515181;Thyroid hormone receptors;ALL;ALL;House Mouse;Gpd2;99;0,612903226;1,621757329;1,5E-17;10.1621/RMOspi4wWY.1
3522353;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc25a12;99;0,642857143;1,268039182;3,08E-17;10.1621/RMOspi4wWY.1
3522537;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc51b;99;0,68;1,852637294;5,6E-17;10.1621/RMOspi4wWY.1
3509166;Thyroid hormone receptors;ALL;ALL;House Mouse;Abcc3;99;0,620689655;2,03091873;7,74E-17;10.1621/RMOspi4wWY.1
3511652;Thyroid hormone receptors;ALL;ALL;House Mouse;Ces1e;99;0,620689655;1,805145634;7,74E-17;10.1621/RMOspi4wWY.1
3510159;Thyroid hormone receptors;ALL;ALL;House Mouse;As3mt;99;0,6;1,437892544;1,84E-16;10.1621/RMOspi4wWY.1
3523056;Thyroid hormone receptors;ALL;ALL;House Mouse;Sptbn2;99;0,6;1,278664615;1,84E-16;10.1621/RMOspi4wWY.1
3522387;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc25a45;99;0,6;1,980991959;1,84E-16;10.1621/RMOspi4wWY.1
3522521;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc46a3;99;0,580645161;1,544579779;4,19E-16;10.1621/RMOspi4wWY.1
3520848;Thyroid hormone receptors;ALL;ALL;House Mouse;Qrsl1;99;0,580645161;1,281915925;4,19E-16;10.1621/RMOspi4wWY.1
3518416;Thyroid hormone receptors;ALL;ALL;House Mouse;N4bp2l1;99;0,580645161;1,446020349;4,19E-16;10.1621/RMOspi4wWY.1
3524936;Thyroid hormone receptors;ALL;ALL;House Mouse;Ulk1;99;0,580645161;1,435334778;4,19E-16;10.1621/RMOspi4wWY.1
3522175;Thyroid hormone receptors;ALL;ALL;House Mouse;Shmt1;99;0,580645161;1,473370867;4,19E-16;10.1621/RMOspi4wWY.1
3511561;Thyroid hormone receptors;ALL;ALL;House Mouse;Cebpb;99;0,580645161;1,574893509;4,19E-16;10.1621/RMOspi4wWY.1
3515377;Thyroid hormone receptors;ALL;ALL;House Mouse;Gstm1;99;0,580645161;1,417923236;4,19E-16;10.1621/RMOspi4wWY.1
3517108;Thyroid hormone receptors;ALL;ALL;House Mouse;Lims2;99;0,580645161;1,578076704;4,19E-16;10.1621/RMOspi4wWY.1
3520334;Thyroid hormone receptors;ALL;ALL;House Mouse;Ppp1r3c;99;0,580645161;2,512622475;4,19E-16;10.1621/RMOspi4wWY.1
3522385;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc25a42;99;0,580645161;1,359813714;4,19E-16;10.1621/RMOspi4wWY.1
3518968;Thyroid hormone receptors;ALL;ALL;House Mouse;Nrp1;99;0,580645161;1,530011376;4,19E-16;10.1621/RMOspi4wWY.1
3509193;Thyroid hormone receptors;ALL;ALL;House Mouse;Abhd14b;99;0,580645161;1,332923264;4,19E-16;10.1621/RMOspi4wWY.1
3509174;Thyroid hormone receptors;ALL;ALL;House Mouse;Abcd3;99;0,580645161;1,400848528;4,19E-16;10.1621/RMOspi4wWY.1
3509973;Thyroid hormone receptors;ALL;ALL;House Mouse;Aqp4;99;0,580645161;1,661638444;4,19E-16;10.1621/RMOspi4wWY.1
3527972;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc17a8;99;0,666666667;1,918717128;7,63E-16;10.1621/RMOspi4wWY.1
3523519;Thyroid hormone receptors;ALL;ALL;House Mouse;Tapt1;99;0,607142857;1,264208815;9,63E-16;10.1621/RMOspi4wWY.1
3512970;Thyroid hormone receptors;ALL;ALL;House Mouse;Dio1;99;0,586206897;3,028949406;2,22E-15;10.1621/RMOspi4wWY.1
3523340;Thyroid hormone receptors;ALL;ALL;House Mouse;Sult5a1;99;0,586206897;1,776868521;2,22E-15;10.1621/RMOspi4wWY.1
3521019;Thyroid hormone receptors;ALL;ALL;House Mouse;Rarres1;99;0,681818182;1,850827742;3,72E-15;10.1621/RMOspi4wWY.1
3520614;Thyroid hormone receptors;ALL;ALL;House Mouse;Prss8;99;0,566666667;1,448024784;4,87E-15;10.1621/RMOspi4wWY.1
3516129;Thyroid hormone receptors;ALL;ALL;House Mouse;Il17rb;99;0,566666667;1,596633486;4,87E-15;10.1621/RMOspi4wWY.1
3509451;Thyroid hormone receptors;ALL;ALL;House Mouse;Adh4;99;0,566666667;1,733015137;4,87E-15;10.1621/RMOspi4wWY.1
3512901;Thyroid hormone receptors;ALL;ALL;House Mouse;Desi1;99;0,566666667;1,232048926;4,87E-15;10.1621/RMOspi4wWY.1
3515390;Thyroid hormone receptors;ALL;ALL;House Mouse;Gstt3;99;0,566666667;1,508833294;4,87E-15;10.1621/RMOspi4wWY.1
3524221;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmprss2;99;0,615384615;1,508258594;5,01E-15;10.1621/RMOspi4wWY.1
3512905;Thyroid hormone receptors;ALL;ALL;House Mouse;Dexi;99;0,548387097;1,401366467;1,03E-14;10.1621/RMOspi4wWY.1
3517909;Thyroid hormone receptors;ALL;ALL;House Mouse;Mknk2;99;0,548387097;1,334980777;1,03E-14;10.1621/RMOspi4wWY.1
3520019;Thyroid hormone receptors;ALL;ALL;House Mouse;Plekha6;99;0,548387097;1,211072971;1,03E-14;10.1621/RMOspi4wWY.1
3517421;Thyroid hormone receptors;ALL;ALL;House Mouse;Macrod1;99;0,548387097;1,288615379;1,03E-14;10.1621/RMOspi4wWY.1
3511815;Thyroid hormone receptors;ALL;ALL;House Mouse;Ciapin1;99;0,548387097;1,362157963;1,03E-14;10.1621/RMOspi4wWY.1
3512700;Thyroid hormone receptors;ALL;ALL;House Mouse;Dap;99;0,548387097;1,250187578;1,03E-14;10.1621/RMOspi4wWY.1
3519287;Thyroid hormone receptors;ALL;ALL;House Mouse;Osgin1;99;0,548387097;1,723574037;1,03E-14;10.1621/RMOspi4wWY.1
3515516;Thyroid hormone receptors;ALL;ALL;House Mouse;Hagh;99;0,548387097;1,245327743;1,03E-14;10.1621/RMOspi4wWY.1
3515374;Thyroid hormone receptors;ALL;ALL;House Mouse;Gsta4;99;0,548387097;1,481105822;1,03E-14;10.1621/RMOspi4wWY.1
3515178;Thyroid hormone receptors;ALL;ALL;House Mouse;Gpcpd1;99;0,548387097;1,532709189;1,03E-14;10.1621/RMOspi4wWY.1
3522813;Thyroid hormone receptors;ALL;ALL;House Mouse;Snx10;99;0,548387097;1,385065538;1,03E-14;10.1621/RMOspi4wWY.1
3510143;Thyroid hormone receptors;ALL;ALL;House Mouse;Arsa;99;0,548387097;1,533124284;1,03E-14;10.1621/RMOspi4wWY.1
3509268;Thyroid hormone receptors;ALL;ALL;House Mouse;Acot11;99;0,548387097;1,630904203;1,03E-14;10.1621/RMOspi4wWY.1
3509150;Thyroid hormone receptors;ALL;ALL;House Mouse;Abca8a;99;0,548387097;2,131136091;1,03E-14;10.1621/RMOspi4wWY.1
3513875;Thyroid hormone receptors;ALL;ALL;House Mouse;Fam107b;99;0,548387097;1,376481414;1,03E-14;10.1621/RMOspi4wWY.1
3513845;Thyroid hormone receptors;ALL;ALL;House Mouse;Faap100;99;0,592592593;1,280751697;1,17E-14;10.1621/RMOspi4wWY.1
3528477;Thyroid hormone receptors;ALL;ALL;House Mouse;Gm4956;99;0,764705882;2,951103913;2,4E-14;10.1621/RMOspi4wWY.1
3519651;Thyroid hormone receptors;ALL;ALL;House Mouse;Pdp2;99;0,625;1,585212734;2,59E-14;10.1621/RMOspi4wWY.1
3516583;Thyroid hormone receptors;ALL;ALL;House Mouse;Kctd15;99;0,571428571;1,249518455;2,6E-14;10.1621/RMOspi4wWY.1
3519030;Thyroid hormone receptors;ALL;ALL;House Mouse;Nuak2;99;0,571428571;1,342604699;2,6E-14;10.1621/RMOspi4wWY.1
3512781;Thyroid hormone receptors;ALL;ALL;House Mouse;Ddah1;99;0,571428571;1,98278248;2,6E-14;10.1621/RMOspi4wWY.1
3512544;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyp17a1;99;0,551724138;2,900886592;5,54E-14;10.1621/RMOspi4wWY.1
3519219;Thyroid hormone receptors;ALL;ALL;House Mouse;Olig1;99;0,551724138;1,753045334;5,54E-14;10.1621/RMOspi4wWY.1
3515864;Thyroid hormone receptors;ALL;ALL;House Mouse;Hsd17b6;99;0,551724138;2,460461843;5,54E-14;10.1621/RMOspi4wWY.1
3512324;Thyroid hormone receptors;ALL;ALL;House Mouse;Crybb3;99;0,551724138;2,097431316;5,54E-14;10.1621/RMOspi4wWY.1
3528351;Thyroid hormone receptors;ALL;ALL;House Mouse;Ces1b;99;0,722222222;1,807629849;8,25E-14;10.1621/RMOspi4wWY.1
3515116;Thyroid hormone receptors;ALL;ALL;House Mouse;Gnmt;99;0,533333333;1,614528534;1,13E-13;10.1621/RMOspi4wWY.1
3524898;Thyroid hormone receptors;ALL;ALL;House Mouse;Uck1;99;0,533333333;1,352949915;1,13E-13;10.1621/RMOspi4wWY.1
3524965;Thyroid hormone receptors;ALL;ALL;House Mouse;Upb1;99;0,533333333;1,591836371;1,13E-13;10.1621/RMOspi4wWY.1
3512575;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyp2d22;99;0,533333333;1,331639531;1,13E-13;10.1621/RMOspi4wWY.1
3518992;Thyroid hormone receptors;ALL;ALL;House Mouse;Nsmf;99;0,533333333;1,380370332;1,13E-13;10.1621/RMOspi4wWY.1
3523935;Thyroid hormone receptors;ALL;ALL;House Mouse;Tm4sf4;99;0,533333333;1,502162508;1,13E-13;10.1621/RMOspi4wWY.1
3516836;Thyroid hormone receptors;ALL;ALL;House Mouse;Krt23;99;0,533333333;1,649767818;1,13E-13;10.1621/RMOspi4wWY.1
3515388;Thyroid hormone receptors;ALL;ALL;House Mouse;Gstt1;99;0,533333333;1,395804483;1,13E-13;10.1621/RMOspi4wWY.1
3516863;Thyroid hormone receptors;ALL;ALL;House Mouse;Krt8;99;0,533333333;1,404078686;1,13E-13;10.1621/RMOspi4wWY.1
3514767;Thyroid hormone receptors;ALL;ALL;House Mouse;Ginm1;99;0,576923077;1,349939386;1,39E-13;10.1621/RMOspi4wWY.1
3515847;Thyroid hormone receptors;ALL;ALL;House Mouse;Hs6st1;99;0,516129032;1,282431229;2,23E-13;10.1621/RMOspi4wWY.1
3518085;Thyroid hormone receptors;ALL;ALL;House Mouse;Mrpl14;99;0,516129032;1,254985478;2,23E-13;10.1621/RMOspi4wWY.1
3522482;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc38a3;99;0,516129032;1,412601274;2,23E-13;10.1621/RMOspi4wWY.1
3509151;Thyroid hormone receptors;ALL;ALL;House Mouse;Abca8b;99;0,516129032;1,320368262;2,23E-13;10.1621/RMOspi4wWY.1
3520266;Thyroid hormone receptors;ALL;ALL;House Mouse;Ppfibp2;99;0,516129032;1,246987543;2,23E-13;10.1621/RMOspi4wWY.1
3519428;Thyroid hormone receptors;ALL;ALL;House Mouse;Papss2;99;0,516129032;1,63168224;2,23E-13;10.1621/RMOspi4wWY.1
3515910;Thyroid hormone receptors;ALL;ALL;House Mouse;Htatip2;99;0,516129032;1,359311781;2,23E-13;10.1621/RMOspi4wWY.1
3525722;Thyroid hormone receptors;ALL;ALL;House Mouse;Zfp36l1;99;0,516129032;1,260143207;2,23E-13;10.1621/RMOspi4wWY.1
3524644;Thyroid hormone receptors;ALL;ALL;House Mouse;Tst;99;0,516129032;1,242994396;2,23E-13;10.1621/RMOspi4wWY.1
3513718;Thyroid hormone receptors;ALL;ALL;House Mouse;Erlin1;99;0,516129032;1,266577287;2,23E-13;10.1621/RMOspi4wWY.1
3514587;Thyroid hormone receptors;ALL;ALL;House Mouse;Galk1;99;0,516129032;1,346117708;2,23E-13;10.1621/RMOspi4wWY.1
3522868;Thyroid hormone receptors;ALL;ALL;House Mouse;Sort1;99;0,516129032;1,333299505;2,23E-13;10.1621/RMOspi4wWY.1
3516392;Thyroid hormone receptors;ALL;ALL;House Mouse;Itpk1;99;0,516129032;1,231251599;2,23E-13;10.1621/RMOspi4wWY.1
3514665;Thyroid hormone receptors;ALL;ALL;House Mouse;Gca;99;0,516129032;1,287810077;2,23E-13;10.1621/RMOspi4wWY.1
3513620;Thyroid hormone receptors;ALL;ALL;House Mouse;Entpd2;99;0,516129032;1,29894662;2,23E-13;10.1621/RMOspi4wWY.1
3513615;Thyroid hormone receptors;ALL;ALL;House Mouse;Enpp5;99;0,516129032;1,306859459;2,23E-13;10.1621/RMOspi4wWY.1
3521777;Thyroid hormone receptors;ALL;ALL;House Mouse;Sbk1;99;0,516129032;1,634814849;2,23E-13;10.1621/RMOspi4wWY.1
3510698;Thyroid hormone receptors;ALL;ALL;House Mouse;Blvrb;99;0,516129032;1,290903176;2,23E-13;10.1621/RMOspi4wWY.1
3517423;Thyroid hormone receptors;ALL;ALL;House Mouse;Mad1l1;99;0,516129032;1,25630877;2,23E-13;10.1621/RMOspi4wWY.1
3512440;Thyroid hormone receptors;ALL;ALL;House Mouse;Ctsc;99;0,516129032;1,482997422;2,23E-13;10.1621/RMOspi4wWY.1
3517840;Thyroid hormone receptors;ALL;ALL;House Mouse;Mgll;99;0,516129032;1,513336203;2,23E-13;10.1621/RMOspi4wWY.1
3511524;Thyroid hormone receptors;ALL;ALL;House Mouse;Cdkn1c;99;0,516129032;1,503892286;2,23E-13;10.1621/RMOspi4wWY.1
3523051;Thyroid hormone receptors;ALL;ALL;House Mouse;Spsb4;99;0,516129032;1,412335645;2,23E-13;10.1621/RMOspi4wWY.1
3511871;Thyroid hormone receptors;ALL;ALL;House Mouse;Clcn7;99;0,516129032;1,278723135;2,23E-13;10.1621/RMOspi4wWY.1
3514671;Thyroid hormone receptors;ALL;ALL;House Mouse;Gch1;99;0,555555556;1,38666335;2,98E-13;10.1621/RMOspi4wWY.1
3509188;Thyroid hormone receptors;ALL;ALL;House Mouse;Abhd11;99;0,535714286;1,204322971;6,13E-13;10.1621/RMOspi4wWY.1
3512176;Thyroid hormone receptors;ALL;ALL;House Mouse;Cox10;99;0,535714286;1,287289104;6,13E-13;10.1621/RMOspi4wWY.1
3515387;Thyroid hormone receptors;ALL;ALL;House Mouse;Gstp3;99;0,535714286;1,462603368;6,13E-13;10.1621/RMOspi4wWY.1
3520149;Thyroid hormone receptors;ALL;ALL;House Mouse;Podn;99;0,535714286;1,331664438;6,13E-13;10.1621/RMOspi4wWY.1
3511705;Thyroid hormone receptors;ALL;ALL;House Mouse;Cgrrf1;99;0,535714286;1,295521368;6,13E-13;10.1621/RMOspi4wWY.1
3522827;Thyroid hormone receptors;ALL;ALL;House Mouse;Snx24;99;0,535714286;1,306755119;6,13E-13;10.1621/RMOspi4wWY.1
3511169;Thyroid hormone receptors;ALL;ALL;House Mouse;Ccdc166;99;0,535714286;1,198270848;6,13E-13;10.1621/RMOspi4wWY.1
3522340;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc22a7;99;0,535714286;2,183531238;6,13E-13;10.1621/RMOspi4wWY.1
3517296;Thyroid hormone receptors;ALL;ALL;House Mouse;Lrrc8d;99;0,583333333;1,434833983;7,43E-13;10.1621/RMOspi4wWY.1
3529186;Thyroid hormone receptors;ALL;ALL;House Mouse;Mup9;99;0,909090909;5,565257132;1,03E-12;10.1621/RMOspi4wWY.1
3523023;Thyroid hormone receptors;ALL;ALL;House Mouse;Spp2;99;0,517241379;1,606361884;1,21E-12;10.1621/RMOspi4wWY.1
3511654;Thyroid hormone receptors;ALL;ALL;House Mouse;Ces1g;99;0,517241379;1,716317695;1,21E-12;10.1621/RMOspi4wWY.1
3513763;Thyroid hormone receptors;ALL;ALL;House Mouse;Etnppl;99;0,56;2,761630421;1,61E-12;10.1621/RMOspi4wWY.1
3520137;Thyroid hormone receptors;ALL;ALL;House Mouse;Pnpla3;99;0,56;2,167213498;1,61E-12;10.1621/RMOspi4wWY.1
3514826;Thyroid hormone receptors;ALL;ALL;House Mouse;Glo1;99;0,5;1,288091833;2,31E-12;10.1621/RMOspi4wWY.1
3523902;Thyroid hormone receptors;ALL;ALL;House Mouse;Tlcd2;99;0,5;1,883635259;2,31E-12;10.1621/RMOspi4wWY.1
3523612;Thyroid hormone receptors;ALL;ALL;House Mouse;Tcea3;99;0,5;1,525997229;2,31E-12;10.1621/RMOspi4wWY.1
3524242;Thyroid hormone receptors;ALL;ALL;House Mouse;Tnfaip2;99;0,5;1,354194049;2,31E-12;10.1621/RMOspi4wWY.1
3522660;Thyroid hormone receptors;ALL;ALL;House Mouse;Smagp;99;0,5;1,350181783;2,31E-12;10.1621/RMOspi4wWY.1
3509839;Thyroid hormone receptors;ALL;ALL;House Mouse;Anks1;99;0,5;1,424891448;2,31E-12;10.1621/RMOspi4wWY.1
3512640;Thyroid hormone receptors;ALL;ALL;House Mouse;D16Ertd472e;99;0,5;1,318232964;2,31E-12;10.1621/RMOspi4wWY.1
3511658;Thyroid hormone receptors;ALL;ALL;House Mouse;Ces2e;99;0,5;1,430305221;2,31E-12;10.1621/RMOspi4wWY.1
3520897;Thyroid hormone receptors;ALL;ALL;House Mouse;Rab34;99;0,5;1,462577793;2,31E-12;10.1621/RMOspi4wWY.1
3523908;Thyroid hormone receptors;ALL;ALL;House Mouse;Tle6;99;0,5;1,370561024;2,31E-12;10.1621/RMOspi4wWY.1
3513362;Thyroid hormone receptors;ALL;ALL;House Mouse;Echdc3;99;0,5;1,420878573;2,31E-12;10.1621/RMOspi4wWY.1
3511975;Thyroid hormone receptors;ALL;ALL;House Mouse;Cmbl;99;0,5;1,479887771;2,31E-12;10.1621/RMOspi4wWY.1
3522555;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc6a12;99;0,5;1,515342597;2,31E-12;10.1621/RMOspi4wWY.1
3512155;Thyroid hormone receptors;ALL;ALL;House Mouse;Coq10a;99;0,538461538;1,429390275;3,32E-12;10.1621/RMOspi4wWY.1
3508997;Thyroid hormone receptors;ALL;ALL;House Mouse;9130409I23Rik;99;0,538461538;1,686673939;3,32E-12;10.1621/RMOspi4wWY.1
3509304;Thyroid hormone receptors;ALL;ALL;House Mouse;Acsm5;99;0,590909091;1,455482957;3,96E-12;10.1621/RMOspi4wWY.1
3523219;Thyroid hormone receptors;ALL;ALL;House Mouse;Stbd1;99;0,483870968;1,442691105;4,26E-12;10.1621/RMOspi4wWY.1
3511285;Thyroid hormone receptors;ALL;ALL;House Mouse;Ccne1;99;0,483870968;1,253823171;4,26E-12;10.1621/RMOspi4wWY.1
3515101;Thyroid hormone receptors;ALL;ALL;House Mouse;Gng10;99;0,483870968;1,261160202;4,26E-12;10.1621/RMOspi4wWY.1
3516349;Thyroid hormone receptors;ALL;ALL;House Mouse;Isyna1;99;0,483870968;1,382916759;4,26E-12;10.1621/RMOspi4wWY.1
3509488;Thyroid hormone receptors;ALL;ALL;House Mouse;Adssl1;99;0,483870968;1,415030788;4,26E-12;10.1621/RMOspi4wWY.1
3517053;Thyroid hormone receptors;ALL;ALL;House Mouse;Leprotl1;99;0,483870968;1,201081764;4,26E-12;10.1621/RMOspi4wWY.1
3518746;Thyroid hormone receptors;ALL;ALL;House Mouse;Nipsnap1;99;0,483870968;1,296158585;4,26E-12;10.1621/RMOspi4wWY.1
3509267;Thyroid hormone receptors;ALL;ALL;House Mouse;Acot1;99;0,483870968;1,683154842;4,26E-12;10.1621/RMOspi4wWY.1
3517847;Thyroid hormone receptors;ALL;ALL;House Mouse;Mgst3;99;0,483870968;1,478845409;4,26E-12;10.1621/RMOspi4wWY.1
3521660;Thyroid hormone receptors;ALL;ALL;House Mouse;Rtn4ip1;99;0,483870968;1,231998324;4,26E-12;10.1621/RMOspi4wWY.1
3521470;Thyroid hormone receptors;ALL;ALL;House Mouse;Rnpep;99;0,483870968;1,261841216;4,26E-12;10.1621/RMOspi4wWY.1
3515304;Thyroid hormone receptors;ALL;ALL;House Mouse;Grhpr;99;0,483870968;1,330112954;4,26E-12;10.1621/RMOspi4wWY.1
3525979;Thyroid hormone receptors;ALL;ALL;House Mouse;Zfyve21;99;0,483870968;1,299920001;4,26E-12;10.1621/RMOspi4wWY.1
3524937;Thyroid hormone receptors;ALL;ALL;House Mouse;Ulk2;99;0,483870968;1,296862086;4,26E-12;10.1621/RMOspi4wWY.1
3522133;Thyroid hormone receptors;ALL;ALL;House Mouse;Sh3bp2;99;0,483870968;1,315628283;4,26E-12;10.1621/RMOspi4wWY.1
3517205;Thyroid hormone receptors;ALL;ALL;House Mouse;Lpl;99;0,483870968;1,593106972;4,26E-12;10.1621/RMOspi4wWY.1
3514658;Thyroid hormone receptors;ALL;ALL;House Mouse;Gbp3;99;0,483870968;1,591030801;4,26E-12;10.1621/RMOspi4wWY.1
3513612;Thyroid hormone receptors;ALL;ALL;House Mouse;Enpp2;99;0,483870968;1,451492983;4,26E-12;10.1621/RMOspi4wWY.1
3516436;Thyroid hormone receptors;ALL;ALL;House Mouse;Jmjd6;99;0,483870968;1,2391943;4,26E-12;10.1621/RMOspi4wWY.1
3523163;Thyroid hormone receptors;ALL;ALL;House Mouse;St3gal3;99;0,483870968;1,222602179;4,26E-12;10.1621/RMOspi4wWY.1
3520894;Thyroid hormone receptors;ALL;ALL;House Mouse;Rab32;99;0,483870968;1,317236441;4,26E-12;10.1621/RMOspi4wWY.1
3521146;Thyroid hormone receptors;ALL;ALL;House Mouse;Rcl1;99;0,483870968;1,381640881;4,26E-12;10.1621/RMOspi4wWY.1
3515380;Thyroid hormone receptors;ALL;ALL;House Mouse;Gstm4;99;0,483870968;1,365593147;4,26E-12;10.1621/RMOspi4wWY.1
3522354;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc25a13;99;0,483870968;1,24777587;4,26E-12;10.1621/RMOspi4wWY.1
3512186;Thyroid hormone receptors;ALL;ALL;House Mouse;Cox5a;99;0,483870968;1,272009389;4,26E-12;10.1621/RMOspi4wWY.1
3524333;Thyroid hormone receptors;ALL;ALL;House Mouse;Tor1a;99;0,483870968;1,199200341;4,26E-12;10.1621/RMOspi4wWY.1
3515100;Thyroid hormone receptors;ALL;ALL;House Mouse;Gne;99;0,483870968;1,369041991;4,26E-12;10.1621/RMOspi4wWY.1
3518709;Thyroid hormone receptors;ALL;ALL;House Mouse;Nfyb;99;0,483870968;1,325445474;4,26E-12;10.1621/RMOspi4wWY.1
3511866;Thyroid hormone receptors;ALL;ALL;House Mouse;Clcn2;99;0,483870968;1,315728272;4,26E-12;10.1621/RMOspi4wWY.1
3511877;Thyroid hormone receptors;ALL;ALL;House Mouse;Cldn12;99;0,518518519;1,223113988;6,58E-12;10.1621/RMOspi4wWY.1
3519155;Thyroid hormone receptors;ALL;ALL;House Mouse;Odf3b;99;0,518518519;1,381765522;6,58E-12;10.1621/RMOspi4wWY.1
3515736;Thyroid hormone receptors;ALL;ALL;House Mouse;Hnf4aos;99;0,518518519;1,45309616;6,58E-12;10.1621/RMOspi4wWY.1
3512565;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyp2c44;99;0,518518519;1,945122412;6,58E-12;10.1621/RMOspi4wWY.1
3523151;Thyroid hormone receptors;ALL;ALL;House Mouse;Sstr2;99;0,518518519;1,269462313;6,58E-12;10.1621/RMOspi4wWY.1
3526454;Thyroid hormone receptors;ALL;ALL;House Mouse;Ell3;99;0,631578947;1,451259744;8,84E-12;10.1621/RMOspi4wWY.1
3528985;Thyroid hormone receptors;ALL;ALL;House Mouse;Wfdc16;99;0,631578947;1,842443167;8,84E-12;10.1621/RMOspi4wWY.1
3512978;Thyroid hormone receptors;ALL;ALL;House Mouse;Dirc2;99;0,5;1,226770722;1,26E-11;10.1621/RMOspi4wWY.1
3508445;Thyroid hormone receptors;ALL;ALL;House Mouse;2210407C18Rik;99;0,5;1,408183655;1,26E-11;10.1621/RMOspi4wWY.1
3514379;Thyroid hormone receptors;ALL;ALL;House Mouse;Fndc5;99;0,5;1,563565199;1,26E-11;10.1621/RMOspi4wWY.1
3517227;Thyroid hormone receptors;ALL;ALL;House Mouse;Lrig3;99;0,5;1,23805147;1,26E-11;10.1621/RMOspi4wWY.1
3510554;Thyroid hormone receptors;ALL;ALL;House Mouse;BC025446;99;0,5;1,362759346;1,26E-11;10.1621/RMOspi4wWY.1
3510528;Thyroid hormone receptors;ALL;ALL;House Mouse;Bbs4;99;0,5;1,379022049;1,26E-11;10.1621/RMOspi4wWY.1
3524401;Thyroid hormone receptors;ALL;ALL;House Mouse;Trak2;99;0,5;1,347176598;1,26E-11;10.1621/RMOspi4wWY.1
3509783;Thyroid hormone receptors;ALL;ALL;House Mouse;Angptl8;99;0,541666667;1,841784821;1,81E-11;10.1621/RMOspi4wWY.1
3519452;Thyroid hormone receptors;ALL;ALL;House Mouse;Parp16;99;0,482758621;1,188933748;2,31E-11;10.1621/RMOspi4wWY.1
3518925;Thyroid hormone receptors;ALL;ALL;House Mouse;Nr1i3;99;0,482758621;1,730858302;2,31E-11;10.1621/RMOspi4wWY.1
3516624;Thyroid hormone receptors;ALL;ALL;House Mouse;Keg1;99;0,482758621;2,036845405;2,31E-11;10.1621/RMOspi4wWY.1
3509953;Thyroid hormone receptors;ALL;ALL;House Mouse;Apol7a;99;0,52;1,992563341;3,59E-11;10.1621/RMOspi4wWY.1
3520729;Thyroid hormone receptors;ALL;ALL;House Mouse;Ptgis;99;0,466666667;1,537852044;4,14E-11;10.1621/RMOspi4wWY.1
