ID;Family;Physiological System;Organ;Species;Gene;Percentile;Discovery Rate;GMFC;cPValue;DOI
3512275;Thyroid hormone receptors;ALL;ALL;House Mouse;Creg1;99;0,466666667;1,291835983;4,14E-11;10.1621/RMOspi4wWY.1
3509509;Thyroid hormone receptors;ALL;ALL;House Mouse;Afm;99;0,466666667;1,491643775;4,14E-11;10.1621/RMOspi4wWY.1
3516097;Thyroid hormone receptors;ALL;ALL;House Mouse;Ihh;99;0,466666667;1,277645755;4,14E-11;10.1621/RMOspi4wWY.1
3525271;Thyroid hormone receptors;ALL;ALL;House Mouse;Wbscr22;99;0,466666667;1,237828828;4,14E-11;10.1621/RMOspi4wWY.1
3518194;Thyroid hormone receptors;ALL;ALL;House Mouse;Msmo1;99;0,466666667;1,52041124;4,14E-11;10.1621/RMOspi4wWY.1
3524061;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmem184a;99;0,466666667;1,347083324;4,14E-11;10.1621/RMOspi4wWY.1
3516831;Thyroid hormone receptors;ALL;ALL;House Mouse;Krt18;99;0,466666667;1,393391848;4,14E-11;10.1621/RMOspi4wWY.1
3517084;Thyroid hormone receptors;ALL;ALL;House Mouse;Lhpp;99;0,466666667;1,410597591;4,14E-11;10.1621/RMOspi4wWY.1
3511732;Thyroid hormone receptors;ALL;ALL;House Mouse;Chdh;99;0,466666667;1,457478269;4,14E-11;10.1621/RMOspi4wWY.1
3509626;Thyroid hormone receptors;ALL;ALL;House Mouse;Akirin1;99;0,466666667;1,293005127;4,14E-11;10.1621/RMOspi4wWY.1
3508557;Thyroid hormone receptors;ALL;ALL;House Mouse;2810459M11Rik;99;0,466666667;1,287880565;4,14E-11;10.1621/RMOspi4wWY.1
3516221;Thyroid hormone receptors;ALL;ALL;House Mouse;Inmt;99;0,466666667;2,011091584;4,14E-11;10.1621/RMOspi4wWY.1
3511103;Thyroid hormone receptors;ALL;ALL;House Mouse;Cblc;99;0,466666667;1,264027199;4,14E-11;10.1621/RMOspi4wWY.1
3518871;Thyroid hormone receptors;ALL;ALL;House Mouse;Nox4;99;0,466666667;1,73673378;4,14E-11;10.1621/RMOspi4wWY.1
3511036;Thyroid hormone receptors;ALL;ALL;House Mouse;Car14;99;0,466666667;1,468296758;4,14E-11;10.1621/RMOspi4wWY.1
3517301;Thyroid hormone receptors;ALL;ALL;House Mouse;Lrrfip2;99;0,466666667;1,210482429;4,14E-11;10.1621/RMOspi4wWY.1
3517934;Thyroid hormone receptors;ALL;ALL;House Mouse;Mlxipl;99;0,466666667;1,386556241;4,14E-11;10.1621/RMOspi4wWY.1
3508983;Thyroid hormone receptors;ALL;ALL;House Mouse;9030619P08Rik;99;0,571428571;2,573266765;4,69E-11;10.1621/RMOspi4wWY.1
3508216;Thyroid hormone receptors;ALL;ALL;House Mouse;1600002H07Rik;99;0,5;1,483107056;6,85E-11;10.1621/RMOspi4wWY.1
3514771;Thyroid hormone receptors;ALL;ALL;House Mouse;Gins4;98;0,451612903;1,179018045;7,19E-11;10.1621/RMOspi4wWY.1
3517941;Thyroid hormone receptors;ALL;ALL;House Mouse;Mmd2;98;0,451612903;1,882654663;7,19E-11;10.1621/RMOspi4wWY.1
3518209;Thyroid hormone receptors;ALL;ALL;House Mouse;Mt2;98;0,451612903;1,525236744;7,19E-11;10.1621/RMOspi4wWY.1
3514326;Thyroid hormone receptors;ALL;ALL;House Mouse;Fkbp4;98;0,451612903;1,319697155;7,19E-11;10.1621/RMOspi4wWY.1
3509392;Thyroid hormone receptors;ALL;ALL;House Mouse;Adamts7;98;0,451612903;1,328877301;7,19E-11;10.1621/RMOspi4wWY.1
3524599;Thyroid hormone receptors;ALL;ALL;House Mouse;Tsku;98;0,451612903;1,486041997;7,19E-11;10.1621/RMOspi4wWY.1
3519008;Thyroid hormone receptors;ALL;ALL;House Mouse;Nt5e;98;0,451612903;1,758233624;7,19E-11;10.1621/RMOspi4wWY.1
3518505;Thyroid hormone receptors;ALL;ALL;House Mouse;Ncald;98;0,451612903;1,299986793;7,19E-11;10.1621/RMOspi4wWY.1
3509272;Thyroid hormone receptors;ALL;ALL;House Mouse;Acot3;98;0,451612903;1,905656855;7,19E-11;10.1621/RMOspi4wWY.1
3515575;Thyroid hormone receptors;ALL;ALL;House Mouse;Hdac11;98;0,451612903;1,348417502;7,19E-11;10.1621/RMOspi4wWY.1
3516729;Thyroid hormone receptors;ALL;ALL;House Mouse;Klhl25;98;0,451612903;1,304266831;7,19E-11;10.1621/RMOspi4wWY.1
3521517;Thyroid hormone receptors;ALL;ALL;House Mouse;Rpl22;98;0,451612903;1,204106739;7,19E-11;10.1621/RMOspi4wWY.1
3511818;Thyroid hormone receptors;ALL;ALL;House Mouse;Cib2;98;0,451612903;1,321689227;7,19E-11;10.1621/RMOspi4wWY.1
3522506;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc41a2;98;0,451612903;1,438001106;7,19E-11;10.1621/RMOspi4wWY.1
3515637;Thyroid hormone receptors;ALL;ALL;House Mouse;Hexa;98;0,451612903;1,2573677;7,19E-11;10.1621/RMOspi4wWY.1
3512646;Thyroid hormone receptors;ALL;ALL;House Mouse;D230025D16Rik;98;0,451612903;1,266448979;7,19E-11;10.1621/RMOspi4wWY.1
3520915;Thyroid hormone receptors;ALL;ALL;House Mouse;Rab43;98;0,451612903;1,321730039;7,19E-11;10.1621/RMOspi4wWY.1
3511532;Thyroid hormone receptors;ALL;ALL;House Mouse;Cdo1;98;0,451612903;1,369247152;7,19E-11;10.1621/RMOspi4wWY.1
3514351;Thyroid hormone receptors;ALL;ALL;House Mouse;Flywch2;98;0,451612903;1,379026809;7,19E-11;10.1621/RMOspi4wWY.1
3522372;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc25a30;98;0,451612903;1,692758076;7,19E-11;10.1621/RMOspi4wWY.1
3523836;Thyroid hormone receptors;ALL;ALL;House Mouse;Thrsp;98;0,451612903;2,332094423;7,19E-11;10.1621/RMOspi4wWY.1
3522117;Thyroid hormone receptors;ALL;ALL;House Mouse;Sgtb;98;0,451612903;1,222783289;7,19E-11;10.1621/RMOspi4wWY.1
3515158;Thyroid hormone receptors;ALL;ALL;House Mouse;Gpam;98;0,451612903;1,282956544;7,19E-11;10.1621/RMOspi4wWY.1
3510237;Thyroid hormone receptors;ALL;ALL;House Mouse;Atf5;98;0,451612903;1,26680749;7,19E-11;10.1621/RMOspi4wWY.1
3514535;Thyroid hormone receptors;ALL;ALL;House Mouse;G0s2;98;0,451612903;1,583043135;7,19E-11;10.1621/RMOspi4wWY.1
3514532;Thyroid hormone receptors;ALL;ALL;House Mouse;Fzd8;98;0,451612903;1,342246147;7,19E-11;10.1621/RMOspi4wWY.1
3516064;Thyroid hormone receptors;ALL;ALL;House Mouse;Igfbp4;98;0,451612903;1,271348894;7,19E-11;10.1621/RMOspi4wWY.1
3511459;Thyroid hormone receptors;ALL;ALL;House Mouse;Cdca7;98;0,451612903;1,311667732;7,19E-11;10.1621/RMOspi4wWY.1
3513865;Thyroid hormone receptors;ALL;ALL;House Mouse;Fahd1;98;0,451612903;1,234682557;7,19E-11;10.1621/RMOspi4wWY.1
3512928;Thyroid hormone receptors;ALL;ALL;House Mouse;Dhcr7;98;0,451612903;1,297882148;7,19E-11;10.1621/RMOspi4wWY.1
3508295;Thyroid hormone receptors;ALL;ALL;House Mouse;1700021F05Rik;98;0,451612903;1,170853536;7,19E-11;10.1621/RMOspi4wWY.1
3521004;Thyroid hormone receptors;ALL;ALL;House Mouse;Rap2a;98;0,451612903;1,274571681;7,19E-11;10.1621/RMOspi4wWY.1
3521839;Thyroid hormone receptors;ALL;ALL;House Mouse;Scnn1a;98;0,451612903;1,458667508;7,19E-11;10.1621/RMOspi4wWY.1
3514836;Thyroid hormone receptors;ALL;ALL;House Mouse;Glrx;98;0,451612903;1,2887655;7,19E-11;10.1621/RMOspi4wWY.1
3523230;Thyroid hormone receptors;ALL;ALL;House Mouse;Stim2;98;0,545454545;1,420861071;9,85E-11;10.1621/RMOspi4wWY.1
3513936;Thyroid hormone receptors;ALL;ALL;House Mouse;Fam169b;98;0,481481481;1,363095792;1,26E-10;10.1621/RMOspi4wWY.1
3520816;Thyroid hormone receptors;ALL;ALL;House Mouse;Pxdc1;98;0,481481481;1,327864929;1,26E-10;10.1621/RMOspi4wWY.1
3515372;Thyroid hormone receptors;ALL;ALL;House Mouse;Gsta2;98;0,481481481;1,685935234;1,26E-10;10.1621/RMOspi4wWY.1
3511844;Thyroid hormone receptors;ALL;ALL;House Mouse;Ckb;98;0,481481481;1,311362429;1,26E-10;10.1621/RMOspi4wWY.1
3516187;Thyroid hormone receptors;ALL;ALL;House Mouse;Ildr2;98;0,481481481;1,603909908;1,26E-10;10.1621/RMOspi4wWY.1
3515667;Thyroid hormone receptors;ALL;ALL;House Mouse;Higd1a;98;0,481481481;1,300757424;1,26E-10;10.1621/RMOspi4wWY.1
3511607;Thyroid hormone receptors;ALL;ALL;House Mouse;Cep126;98;0,481481481;2,11922922;1,26E-10;10.1621/RMOspi4wWY.1
3511147;Thyroid hormone receptors;ALL;ALL;House Mouse;Ccdc125;98;0,52173913;1,297938204;1,96E-10;10.1621/RMOspi4wWY.1
3515900;Thyroid hormone receptors;ALL;ALL;House Mouse;Hspb6;98;0,464285714;1,288798046;2,24E-10;10.1621/RMOspi4wWY.1
3511500;Thyroid hormone receptors;ALL;ALL;House Mouse;Cdk19;98;0,464285714;1,167089475;2,24E-10;10.1621/RMOspi4wWY.1
3509255;Thyroid hormone receptors;ALL;ALL;House Mouse;Acer3;98;0,464285714;1,272259023;2,24E-10;10.1621/RMOspi4wWY.1
3519905;Thyroid hormone receptors;ALL;ALL;House Mouse;Pir;98;0,464285714;1,209624616;2,24E-10;10.1621/RMOspi4wWY.1
3514373;Thyroid hormone receptors;ALL;ALL;House Mouse;Fndc10;98;0,464285714;1,291191569;2,24E-10;10.1621/RMOspi4wWY.1
3510380;Thyroid hormone receptors;ALL;ALL;House Mouse;AU022252;98;0,464285714;1,204477826;2,24E-10;10.1621/RMOspi4wWY.1
3512930;Thyroid hormone receptors;ALL;ALL;House Mouse;Dhdh;98;0,464285714;1,337583584;2,24E-10;10.1621/RMOspi4wWY.1
3510022;Thyroid hormone receptors;ALL;ALL;House Mouse;Arhgap26;98;0,464285714;1,357747891;2,24E-10;10.1621/RMOspi4wWY.1
3526222;Thyroid hormone receptors;ALL;ALL;House Mouse;Amigo3;98;0,5;1,26800689;3,75E-10;10.1621/RMOspi4wWY.1
3523319;Thyroid hormone receptors;ALL;ALL;House Mouse;Sucnr1;98;0,448275862;2,070889865;3,88E-10;10.1621/RMOspi4wWY.1
3520423;Thyroid hormone receptors;ALL;ALL;House Mouse;Prelid3b;98;0,448275862;1,236002367;3,88E-10;10.1621/RMOspi4wWY.1
3509779;Thyroid hormone receptors;ALL;ALL;House Mouse;Angptl3;98;0,448275862;1,303621447;3,88E-10;10.1621/RMOspi4wWY.1
3510192;Thyroid hormone receptors;ALL;ALL;House Mouse;Asgr2;98;0,448275862;1,346528668;3,88E-10;10.1621/RMOspi4wWY.1
3515861;Thyroid hormone receptors;ALL;ALL;House Mouse;Hsd17b2;98;0,448275862;1,392243087;3,88E-10;10.1621/RMOspi4wWY.1
3512571;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyp2c70;98;0,448275862;1,336034153;3,88E-10;10.1621/RMOspi4wWY.1
3513112;Thyroid hormone receptors;ALL;ALL;House Mouse;Dnase2b;98;0,448275862;1,38075645;3,88E-10;10.1621/RMOspi4wWY.1
3523067;Thyroid hormone receptors;ALL;ALL;House Mouse;Sqrdl;98;0,433333333;1,272077126;6,53E-10;10.1621/RMOspi4wWY.1
3511570;Thyroid hormone receptors;ALL;ALL;House Mouse;Cela2a;98;0,433333333;1,927185;6,53E-10;10.1621/RMOspi4wWY.1
3515378;Thyroid hormone receptors;ALL;ALL;House Mouse;Gstm2;98;0,433333333;1,36415962;6,53E-10;10.1621/RMOspi4wWY.1
3509874;Thyroid hormone receptors;ALL;ALL;House Mouse;Aox3;98;0,433333333;1,307580244;6,53E-10;10.1621/RMOspi4wWY.1
3513773;Thyroid hormone receptors;ALL;ALL;House Mouse;Eva1a;98;0,433333333;1,301051804;6,53E-10;10.1621/RMOspi4wWY.1
3520507;Thyroid hormone receptors;ALL;ALL;House Mouse;Proc;98;0,433333333;1,257637831;6,53E-10;10.1621/RMOspi4wWY.1
3513631;Thyroid hormone receptors;ALL;ALL;House Mouse;Epb41;98;0,433333333;1,263779791;6,53E-10;10.1621/RMOspi4wWY.1
3519565;Thyroid hormone receptors;ALL;ALL;House Mouse;Pcp4l1;98;0,433333333;1,436984645;6,53E-10;10.1621/RMOspi4wWY.1
3523427;Thyroid hormone receptors;ALL;ALL;House Mouse;Synpo;98;0,433333333;1,392655304;6,53E-10;10.1621/RMOspi4wWY.1
3512554;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyp27a1;98;0,433333333;1,433543597;6,53E-10;10.1621/RMOspi4wWY.1
3521488;Thyroid hormone receptors;ALL;ALL;House Mouse;Rorc;98;0,433333333;1,35411606;6,53E-10;10.1621/RMOspi4wWY.1
3515386;Thyroid hormone receptors;ALL;ALL;House Mouse;Gstp1;98;0,433333333;1,345378229;6,53E-10;10.1621/RMOspi4wWY.1
3519484;Thyroid hormone receptors;ALL;ALL;House Mouse;Pbld2;98;0,433333333;1,362970057;6,53E-10;10.1621/RMOspi4wWY.1
3522843;Thyroid hormone receptors;ALL;ALL;House Mouse;Soat2;98;0,433333333;1,251748669;6,53E-10;10.1621/RMOspi4wWY.1
3514072;Thyroid hormone receptors;ALL;ALL;House Mouse;Fam89a;98;0,48;1,428632253;6,88E-10;10.1621/RMOspi4wWY.1
3524025;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmem150a;98;0,419354839;1,274799429;1,07E-09;10.1621/RMOspi4wWY.1
3519129;Thyroid hormone receptors;ALL;ALL;House Mouse;Oat;98;0,419354839;1,647702929;1,07E-09;10.1621/RMOspi4wWY.1
3512924;Thyroid hormone receptors;ALL;ALL;House Mouse;Dgkq;98;0,419354839;1,250270185;1,07E-09;10.1621/RMOspi4wWY.1
3521052;Thyroid hormone receptors;ALL;ALL;House Mouse;Rassf3;98;0,419354839;1,304408218;1,07E-09;10.1621/RMOspi4wWY.1
3520022;Thyroid hormone receptors;ALL;ALL;House Mouse;Plekhb1;98;0,419354839;1,376381667;1,07E-09;10.1621/RMOspi4wWY.1
3512182;Thyroid hormone receptors;ALL;ALL;House Mouse;Cox19;98;0,419354839;1,219083855;1,07E-09;10.1621/RMOspi4wWY.1
3520172;Thyroid hormone receptors;ALL;ALL;House Mouse;Polg2;98;0,419354839;1,255384438;1,07E-09;10.1621/RMOspi4wWY.1
3520136;Thyroid hormone receptors;ALL;ALL;House Mouse;Pnpla2;98;0,419354839;1,33247251;1,07E-09;10.1621/RMOspi4wWY.1
3523066;Thyroid hormone receptors;ALL;ALL;House Mouse;Sqle;98;0,419354839;1,57168204;1,07E-09;10.1621/RMOspi4wWY.1
3525897;Thyroid hormone receptors;ALL;ALL;House Mouse;Zfp810;98;0,419354839;1,354176142;1,07E-09;10.1621/RMOspi4wWY.1
3519640;Thyroid hormone receptors;ALL;ALL;House Mouse;Pdk1;98;0,419354839;1,380654811;1,07E-09;10.1621/RMOspi4wWY.1
3523436;Thyroid hormone receptors;ALL;ALL;House Mouse;Syt1;98;0,419354839;1,320606696;1,07E-09;10.1621/RMOspi4wWY.1
3514156;Thyroid hormone receptors;ALL;ALL;House Mouse;Fbxo21;98;0,419354839;1,460517022;1,07E-09;10.1621/RMOspi4wWY.1
3512531;Thyroid hormone receptors;ALL;ALL;House Mouse;Cycs;98;0,419354839;1,220500861;1,07E-09;10.1621/RMOspi4wWY.1
3520718;Thyroid hormone receptors;ALL;ALL;House Mouse;Ptgds;98;0,419354839;1,294273633;1,07E-09;10.1621/RMOspi4wWY.1
3518902;Thyroid hormone receptors;ALL;ALL;House Mouse;Npr2;98;0,419354839;1,391278461;1,07E-09;10.1621/RMOspi4wWY.1
3509277;Thyroid hormone receptors;ALL;ALL;House Mouse;Acot8;98;0,419354839;1,166483935;1,07E-09;10.1621/RMOspi4wWY.1
3519060;Thyroid hormone receptors;ALL;ALL;House Mouse;Nudt7;98;0,419354839;1,640764712;1,07E-09;10.1621/RMOspi4wWY.1
3521305;Thyroid hormone receptors;ALL;ALL;House Mouse;Rhou;98;0,419354839;1,341841735;1,07E-09;10.1621/RMOspi4wWY.1
3515961;Thyroid hormone receptors;ALL;ALL;House Mouse;Ick;98;0,419354839;1,195591673;1,07E-09;10.1621/RMOspi4wWY.1
3515142;Thyroid hormone receptors;ALL;ALL;House Mouse;Gorasp1;98;0,419354839;1,210567741;1,07E-09;10.1621/RMOspi4wWY.1
3516207;Thyroid hormone receptors;ALL;ALL;House Mouse;Inca1;98;0,419354839;1,302043503;1,07E-09;10.1621/RMOspi4wWY.1
3525098;Thyroid hormone receptors;ALL;ALL;House Mouse;Vat1;98;0,419354839;1,313316608;1,07E-09;10.1621/RMOspi4wWY.1
3509158;Thyroid hormone receptors;ALL;ALL;House Mouse;Abcb6;98;0,419354839;1,223013797;1,07E-09;10.1621/RMOspi4wWY.1
3519381;Thyroid hormone receptors;ALL;ALL;House Mouse;Pafah1b3;98;0,419354839;1,195950749;1,07E-09;10.1621/RMOspi4wWY.1
3524831;Thyroid hormone receptors;ALL;ALL;House Mouse;Ube2e2;98;0,419354839;1,266958916;1,07E-09;10.1621/RMOspi4wWY.1
3525617;Thyroid hormone receptors;ALL;ALL;House Mouse;Zfand3;98;0,419354839;1,195644346;1,07E-09;10.1621/RMOspi4wWY.1
3522273;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc13a3;98;0,419354839;1,399242495;1,07E-09;10.1621/RMOspi4wWY.1
3514694;Thyroid hormone receptors;ALL;ALL;House Mouse;Gdf15;98;0,419354839;1,477123078;1,07E-09;10.1621/RMOspi4wWY.1
3513622;Thyroid hormone receptors;ALL;ALL;House Mouse;Entpd5;98;0,419354839;1,293398229;1,07E-09;10.1621/RMOspi4wWY.1
3512611;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyp51;98;0,419354839;1,407586895;1,07E-09;10.1621/RMOspi4wWY.1
3519644;Thyroid hormone receptors;ALL;ALL;House Mouse;Pdlim1;98;0,419354839;1,335748202;1,07E-09;10.1621/RMOspi4wWY.1
3523168;Thyroid hormone receptors;ALL;ALL;House Mouse;St6gal1;98;0,419354839;1,300101404;1,07E-09;10.1621/RMOspi4wWY.1
3515602;Thyroid hormone receptors;ALL;ALL;House Mouse;Hebp1;98;0,419354839;1,362814217;1,07E-09;10.1621/RMOspi4wWY.1
3517706;Thyroid hormone receptors;ALL;ALL;House Mouse;Med27;98;0,419354839;1,147770842;1,07E-09;10.1621/RMOspi4wWY.1
3515464;Thyroid hormone receptors;ALL;ALL;House Mouse;H13;98;0,419354839;1,213975236;1,07E-09;10.1621/RMOspi4wWY.1
3514392;Thyroid hormone receptors;ALL;ALL;House Mouse;Fos;98;0,419354839;1,468272606;1,07E-09;10.1621/RMOspi4wWY.1
3511542;Thyroid hormone receptors;ALL;ALL;House Mouse;Cdt1;98;0,419354839;1,238411206;1,07E-09;10.1621/RMOspi4wWY.1
3513361;Thyroid hormone receptors;ALL;ALL;House Mouse;Echdc2;98;0,419354839;1,237401028;1,07E-09;10.1621/RMOspi4wWY.1
3513359;Thyroid hormone receptors;ALL;ALL;House Mouse;Ech1;98;0,419354839;1,320305386;1,07E-09;10.1621/RMOspi4wWY.1
3511416;Thyroid hormone receptors;ALL;ALL;House Mouse;Cd9;98;0,419354839;1,296397437;1,07E-09;10.1621/RMOspi4wWY.1
3509637;Thyroid hormone receptors;ALL;ALL;House Mouse;Akr1c14;98;0,419354839;1,540051547;1,07E-09;10.1621/RMOspi4wWY.1
3517641;Thyroid hormone receptors;ALL;ALL;House Mouse;Mcm5;98;0,419354839;1,335029376;1,07E-09;10.1621/RMOspi4wWY.1
3519859;Thyroid hormone receptors;ALL;ALL;House Mouse;Pigq;98;0,419354839;1,207127616;1,07E-09;10.1621/RMOspi4wWY.1
3515172;Thyroid hormone receptors;ALL;ALL;House Mouse;Gpc1;98;0,419354839;1,291868905;1,07E-09;10.1621/RMOspi4wWY.1
3522109;Thyroid hormone receptors;ALL;ALL;House Mouse;Sgpl1;98;0,419354839;1,17692746;1,07E-09;10.1621/RMOspi4wWY.1
3514080;Thyroid hormone receptors;ALL;ALL;House Mouse;Fam98a;98;0,419354839;1,18786684;1,07E-09;10.1621/RMOspi4wWY.1
3521868;Thyroid hormone receptors;ALL;ALL;House Mouse;Sdc4;98;0,419354839;1,391623902;1,07E-09;10.1621/RMOspi4wWY.1
3512080;Thyroid hormone receptors;ALL;ALL;House Mouse;Col15a1;98;0,419354839;1,343915072;1,07E-09;10.1621/RMOspi4wWY.1
3510141;Thyroid hormone receptors;ALL;ALL;House Mouse;Arrdc4;98;0,419354839;1,314130411;1,07E-09;10.1621/RMOspi4wWY.1
3523296;Thyroid hormone receptors;ALL;ALL;House Mouse;Stx1a;98;0,419354839;1,430331593;1,07E-09;10.1621/RMOspi4wWY.1
3521609;Thyroid hormone receptors;ALL;ALL;House Mouse;Rrm2;98;0,419354839;1,487123411;1,07E-09;10.1621/RMOspi4wWY.1
3515082;Thyroid hormone receptors;ALL;ALL;House Mouse;Gna14;98;0,419354839;1,351319021;1,07E-09;10.1621/RMOspi4wWY.1
3513062;Thyroid hormone receptors;ALL;ALL;House Mouse;Dnaja3;98;0,419354839;1,189997085;1,07E-09;10.1621/RMOspi4wWY.1
3509203;Thyroid hormone receptors;ALL;ALL;House Mouse;Abhd4;98;0,419354839;1,197622974;1,07E-09;10.1621/RMOspi4wWY.1
3519904;Thyroid hormone receptors;ALL;ALL;House Mouse;Pipox;98;0,419354839;1,336351044;1,07E-09;10.1621/RMOspi4wWY.1
3517734;Thyroid hormone receptors;ALL;ALL;House Mouse;Meis1;98;0,419354839;1,268689172;1,07E-09;10.1621/RMOspi4wWY.1
3521279;Thyroid hormone receptors;ALL;ALL;House Mouse;Rhbdf1;98;0,419354839;1,212187856;1,07E-09;10.1621/RMOspi4wWY.1
3512910;Thyroid hormone receptors;ALL;ALL;House Mouse;Dgat2;98;0,419354839;1,310208133;1,07E-09;10.1621/RMOspi4wWY.1
3522549;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc5a6;98;0,419354839;1,240767562;1,07E-09;10.1621/RMOspi4wWY.1
3509965;Thyroid hormone receptors;ALL;ALL;House Mouse;Appl2;98;0,419354839;1,18690371;1,07E-09;10.1621/RMOspi4wWY.1
3519340;Thyroid hormone receptors;ALL;ALL;House Mouse;P2ry1;98;0,419354839;1,342265175;1,07E-09;10.1621/RMOspi4wWY.1
3526382;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyp4a12b;98;0,523809524;2,974920859;1,08E-09;10.1621/RMOspi4wWY.1
3517678;Thyroid hormone receptors;ALL;ALL;House Mouse;Me1;98;0,461538462;1,480052717;1,22E-09;10.1621/RMOspi4wWY.1
3525858;Thyroid hormone receptors;ALL;ALL;House Mouse;Zfp707;98;0,461538462;1,370698884;1,22E-09;10.1621/RMOspi4wWY.1
3526887;Thyroid hormone receptors;ALL;ALL;House Mouse;Mug2;98;0,5;1,72478795;2,06E-09;10.1621/RMOspi4wWY.1
3508352;Thyroid hormone receptors;ALL;ALL;House Mouse;1700067K01Rik;98;0,444444444;1,657457518;2,09E-09;10.1621/RMOspi4wWY.1
3521929;Thyroid hormone receptors;ALL;ALL;House Mouse;Sel1l3;98;0,444444444;1,436710463;2,09E-09;10.1621/RMOspi4wWY.1
3511724;Thyroid hormone receptors;ALL;ALL;House Mouse;Chd3;98;0,444444444;1,267294882;2,09E-09;10.1621/RMOspi4wWY.1
3509673;Thyroid hormone receptors;ALL;ALL;House Mouse;Aldh6a1;98;0,444444444;1,345471567;2,09E-09;10.1621/RMOspi4wWY.1
3524438;Thyroid hormone receptors;ALL;ALL;House Mouse;Trhde;98;0,444444444;1,441933897;2,09E-09;10.1621/RMOspi4wWY.1
3513995;Thyroid hormone receptors;ALL;ALL;House Mouse;Fam214a;98;0,444444444;1,420067281;2,09E-09;10.1621/RMOspi4wWY.1
3528476;Thyroid hormone receptors;ALL;ALL;House Mouse;Gm4952;98;0,555555556;2,192416401;2,95E-09;10.1621/RMOspi4wWY.1
3511031;Thyroid hormone receptors;ALL;ALL;House Mouse;Car1;98;0,428571429;1,418131629;3,49E-09;10.1621/RMOspi4wWY.1
3508463;Thyroid hormone receptors;ALL;ALL;House Mouse;2310022B05Rik;98;0,428571429;1,15524116;3,49E-09;10.1621/RMOspi4wWY.1
3512062;Thyroid hormone receptors;ALL;ALL;House Mouse;Cobl;98;0,428571429;1,249996132;3,49E-09;10.1621/RMOspi4wWY.1
3509410;Thyroid hormone receptors;ALL;ALL;House Mouse;Adck5;98;0,428571429;1,252217745;3,49E-09;10.1621/RMOspi4wWY.1
3513913;Thyroid hormone receptors;ALL;ALL;House Mouse;Fam13a;98;0,428571429;1,50004029;3,49E-09;10.1621/RMOspi4wWY.1
3519145;Thyroid hormone receptors;ALL;ALL;House Mouse;Ociad2;98;0,428571429;1,445557482;3,49E-09;10.1621/RMOspi4wWY.1
3510833;Thyroid hormone receptors;ALL;ALL;House Mouse;C030006K11Rik;98;0,428571429;1,202175415;3,49E-09;10.1621/RMOspi4wWY.1
3513574;Thyroid hormone receptors;ALL;ALL;House Mouse;Emilin2;98;0,428571429;1,290673785;3,49E-09;10.1621/RMOspi4wWY.1
3511593;Thyroid hormone receptors;ALL;ALL;House Mouse;Cenpl;98;0,428571429;1,19791662;3,49E-09;10.1621/RMOspi4wWY.1
3522939;Thyroid hormone receptors;ALL;ALL;House Mouse;Spata2l;98;0,428571429;1,256389783;3,49E-09;10.1621/RMOspi4wWY.1
3518816;Thyroid hormone receptors;ALL;ALL;House Mouse;Nmral1;98;0,428571429;1,322237929;3,49E-09;10.1621/RMOspi4wWY.1
3517810;Thyroid hormone receptors;ALL;ALL;House Mouse;Mfsd2a;98;0,428571429;1,779561028;3,49E-09;10.1621/RMOspi4wWY.1
3516088;Thyroid hormone receptors;ALL;ALL;House Mouse;Igsf11;98;0,428571429;1,283016166;3,49E-09;10.1621/RMOspi4wWY.1
3510206;Thyroid hormone receptors;ALL;ALL;House Mouse;Aspg;98;0,47826087;1,470914769;3,76E-09;10.1621/RMOspi4wWY.1
3526340;Thyroid hormone receptors;ALL;ALL;House Mouse;Ces2c;98;0,727272727;1,681261927;5,62E-09;10.1621/RMOspi4wWY.1
3509977;Thyroid hormone receptors;ALL;ALL;House Mouse;Aqp8;98;0,413793103;1,62748667;5,69E-09;10.1621/RMOspi4wWY.1
3518073;Thyroid hormone receptors;ALL;ALL;House Mouse;Mrnip;98;0,413793103;1,282503724;5,69E-09;10.1621/RMOspi4wWY.1
3515615;Thyroid hormone receptors;ALL;ALL;House Mouse;Helz2;98;0,413793103;1,180534795;5,69E-09;10.1621/RMOspi4wWY.1
3516792;Thyroid hormone receptors;ALL;ALL;House Mouse;Kmo;98;0,413793103;1,238300754;5,69E-09;10.1621/RMOspi4wWY.1
3512556;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyp2a12;98;0,413793103;1,285891648;5,69E-09;10.1621/RMOspi4wWY.1
3525358;Thyroid hormone receptors;ALL;ALL;House Mouse;Wfikkn1;98;0,413793103;1,334765813;5,69E-09;10.1621/RMOspi4wWY.1
3511879;Thyroid hormone receptors;ALL;ALL;House Mouse;Cldn14;98;0,413793103;1,264286841;5,69E-09;10.1621/RMOspi4wWY.1
