"","Gene","Pathway","Function","logFC.EXPO1X","logFC.EXPO1000X","FDR","NDD"
"60","ATF5","Thyroid","PsychencodeTF",-0.00799578200739643,0.386456761534288,0.0325992578694302,"NO"
"61","ATF5","Estrogen","PsychencodeTF",-0.00799578200739643,0.386456761534288,0.0325992578694302,"NO"
"62","ATF5","PPAR","PsychencodeTF",-0.00799578200739643,0.386456761534288,0.0325992578694302,"NO"
"63","ATF5","Corticoid","PsychencodeTF",-0.00799578200739643,0.386456761534288,0.0325992578694302,"NO"
"64","ATF5","Retinoic","PsychencodeTF",-0.00799578200739643,0.386456761534288,0.0325992578694302,"NO"
"65","ATG9B","Thyroid","DEG",-0.549169640341461,-0.0904593331446291,0.0397295726220233,"NO"
"67","BCL11B","Estrogen","PsychencodeTF",0.302632587606205,0.358690507925577,0.0168330490287992,"YES"
"70","BCO1","Thyroid","DEG",-0.117743368060145,0.549212553088567,0.0329167482637771,"NO"
"71","BEAN1","Estrogen","DEG",-0.494740571201158,-0.692416386587935,0.0136364924143463,"NO"
"76","BMPER","Estrogen","DEG",-0.170773830641646,-1.00046712374517,0.0337769482573724,"NO"
"77","BMPER","Retinoic","DEG",-0.170773830641646,-1.00046712374517,0.0337769482573724,"NO"
"78","BMPER","Thyroid","DEG",-0.170773830641646,-1.00046712374517,0.0337769482573724,"NO"
"79","BNC2","Androgen","DEG",-0.162343361306179,-0.997317188949141,0.00743214564780831,"NO"
"80","BRD3","PPAR","DEG",0.492718962897705,0.589662449173081,0.0152055342752791,"NO"
"81","BRD3","Corticoid","DEG",0.492718962897705,0.589662449173081,0.0152055342752791,"NO"
"82","BRINP3","Retinoic","DEG",-0.880345467969379,-0.313432903090704,0.042266792805655,"YES"
"83","C1QTNF7","Thyroid","DEG",-0.781850005964527,-1.01474193650497,0.00334633238570132,"NO"
"84","C4orf19","Androgen","DEG",0.0374948774273088,0.622008458332561,0.00345485450179155,"NO"
"85","C4orf19","Thyroid","DEG",0.0374948774273088,0.622008458332561,0.00345485450179155,"NO"
"86","C4orf48","Thyroid","DEG",1.00296175477924,1.13868814058214,0.0221409206971639,"NO"
"87","C4orf48","Progesterone","DEG",1.00296175477924,1.13868814058214,0.0221409206971639,"NO"
"88","CA13","Thyroid","DEG",-0.330024624990828,-0.590366492756576,0.0287009687999792,"NO"
"89","CALB1","Estrogen","DEG",0.615933590365786,0.259355927342253,0.0124797794290657,"NO"
"90","CALB1","Progesterone","DEG",0.615933590365786,0.259355927342253,0.0124797794290657,"NO"
"91","CALB2","Estrogen","DEG",-0.00446255864007065,-1.26001199223954,0.000203270232213033,"NO"
"97","CBLN2","Thyroid","DEG",-0.0420123053469026,-0.56658907262171,0.00448649464565417,"NO"
"98","CCDC124","PPAR","DEG",0.420711536468938,0.535296957996334,0.0185342185483846,"NO"
"99","CCDC124","Thyroid","DEG",0.420711536468938,0.535296957996334,0.0185342185483846,"NO"
"100","CCDC136","Thyroid","DEG",-0.390163820634222,-0.512032924420048,0.000115652320415034,"NO"
"101","CCDC85B","Thyroid","DEG",0.98394542808839,1.02977125591527,0.0103853940831626,"NO"
"102","CCDC85B","Estrogen","DEG",0.98394542808839,1.02977125591527,0.0103853940831626,"NO"
"103","CCDC86","Androgen","DEG",0.289129013881499,0.54230868306167,0.0159389529439372,"NO"
"104","CCDC86","Estrogen","DEG",0.289129013881499,0.54230868306167,0.0159389529439372,"NO"
"105","CCDC86","Corticoid","DEG",0.289129013881499,0.54230868306167,0.0159389529439372,"NO"
"106","CCDC86","Thyroid","DEG",0.289129013881499,0.54230868306167,0.0159389529439372,"NO"
"107","CCDC86","Progesterone","DEG",0.289129013881499,0.54230868306167,0.0159389529439372,"NO"
"112","CEBPB","Retinoic","PsychencodeTF&DEG",0.59112746171814,0.580468031493807,0.0175515259034779,"NO"
"113","CEBPB","Progesterone","PsychencodeTF&DEG",0.59112746171814,0.580468031493807,0.0175515259034779,"NO"
"114","CEBPB","Thyroid","PsychencodeTF&DEG",0.59112746171814,0.580468031493807,0.0175515259034779,"NO"
"115","CEBPB","Androgen","PsychencodeTF&DEG",0.59112746171814,0.580468031493807,0.0175515259034779,"NO"
"116","CEBPB","PPAR","PsychencodeTF&DEG",0.59112746171814,0.580468031493807,0.0175515259034779,"NO"
"117","CEBPB","Estrogen","PsychencodeTF&DEG",0.59112746171814,0.580468031493807,0.0175515259034779,"NO"
"118","CEBPB","Corticoid","PsychencodeTF&DEG",0.59112746171814,0.580468031493807,0.0175515259034779,"NO"
"123","CEL","Thyroid","DEG",-0.842467761686196,-0.295625072796856,0.0035486128610924,"NO"
"124","CEL","Estrogen","DEG",-0.842467761686196,-0.295625072796856,0.0035486128610924,"NO"
"125","CENPA","Thyroid","DEG",0.55724182373281,0.447381887892277,0.0267133519501787,"NO"
"126","CENPA","Progesterone","DEG",0.55724182373281,0.447381887892277,0.0267133519501787,"NO"
"127","CENPB","Thyroid","PsychencodeTF",0.0997016216463671,0.221288092777923,0.0170637621250047,"NO"
"128","CENPB","Progesterone","PsychencodeTF",0.0997016216463671,0.221288092777923,0.0170637621250047,"NO"
"129","CNN1","Progesterone","DEG",-0.477752798180282,-0.737184263054846,0.0236011533662439,"NO"
"130","COL12A1","Thyroid","DEG",-0.57706816998572,-2.00465748908153,0.000528217557308281,"NO"
"131","COL12A1","Estrogen","DEG",-0.57706816998572,-2.00465748908153,0.000528217557308281,"NO"
"132","COL14A1","Thyroid","DEG",-0.415281403337354,-1.42816604579296,0.00549307939186351,"NO"
"133","COL14A1","Progesterone","DEG",-0.415281403337354,-1.42816604579296,0.00549307939186351,"NO"
"134","COL16A1","Thyroid","DEG",-0.351160445181752,-1.60459499895255,0.000302114510590987,"NO"
"135","COL16A1","Retinoic","DEG",-0.351160445181752,-1.60459499895255,0.000302114510590987,"NO"
"136","COL16A1","Progesterone","DEG",-0.351160445181752,-1.60459499895255,0.000302114510590987,"NO"
"137","COL16A1","Estrogen","DEG",-0.351160445181752,-1.60459499895255,0.000302114510590987,"NO"
"138","COL18A1","PPAR","DEG",0.571802124558001,0.446182594442239,0.00715939162561959,"NO"
"139","COL18A1","Thyroid","DEG",0.571802124558001,0.446182594442239,0.00715939162561959,"NO"
"140","COL18A1","Retinoic","DEG",0.571802124558001,0.446182594442239,0.00715939162561959,"NO"
"141","COL18A1","Estrogen","DEG",0.571802124558001,0.446182594442239,0.00715939162561959,"NO"
"142","COL18A1","Corticoid","DEG",0.571802124558001,0.446182594442239,0.00715939162561959,"NO"
"143","COL18A1","Progesterone","DEG",0.571802124558001,0.446182594442239,0.00715939162561959,"NO"
"144","COL1A1","Corticoid","DEG",-0.277380167526793,-1.93311597902027,0.00152236339043835,"NO"
"145","COL1A1","Thyroid","DEG",-0.277380167526793,-1.93311597902027,0.00152236339043835,"NO"
"146","COL1A1","Progesterone","DEG",-0.277380167526793,-1.93311597902027,0.00152236339043835,"NO"
"147","COL1A1","Estrogen","DEG",-0.277380167526793,-1.93311597902027,0.00152236339043835,"NO"
"148","COL1A1","Retinoic","DEG",-0.277380167526793,-1.93311597902027,0.00152236339043835,"NO"
"149","COL1A2","Progesterone","DEG",-0.311737572443864,-2.21440519556264,0.000657612606998377,"NO"
"150","COL1A2","Thyroid","DEG",-0.311737572443864,-2.21440519556264,0.000657612606998377,"NO"
"151","COL3A1","Progesterone","DEG",-0.356264282295414,-2.47024630242563,0.000485604023406727,"NO"
"152","COL3A1","Thyroid","DEG",-0.356264282295414,-2.47024630242563,0.000485604023406727,"NO"
"153","COL5A2","Progesterone","DEG",-0.137192140510986,-0.550423310552157,0.00375844717091622,"NO"
"154","COL5A2","Estrogen","DEG",-0.137192140510986,-0.550423310552157,0.00375844717091622,"NO"
"155","COL5A3","Thyroid","DEG",-0.490013458918549,-1.26569777474374,0.00795310467624935,"YES"
"156","COL6A3","Thyroid","DEG",0.172415897977239,-1.57403081976256,0.00105517374919419,"NO"
"157","COL6A3","Estrogen","DEG",0.172415897977239,-1.57403081976256,0.00105517374919419,"NO"
"158","COL6A3","Progesterone","DEG",0.172415897977239,-1.57403081976256,0.00105517374919419,"NO"
"160","COL9A2","Retinoic","DEG",0.695062143900674,0.56945826193145,0.00328019970215548,"NO"
"161","COLGALT2","Thyroid","DEG",0.544232106333767,0.232961790753671,0.015063089896998,"NO"
"162","COX7B","Thyroid","DEG",-0.413426254745475,-0.369954768688896,0.00141749757330694,"NO"
"163","COX7B","PPAR","DEG",-0.413426254745475,-0.369954768688896,0.00141749757330694,"NO"
"164","COX7B","Progesterone","DEG",-0.413426254745475,-0.369954768688896,0.00141749757330694,"NO"
"165","COX7B","Estrogen","DEG",-0.413426254745475,-0.369954768688896,0.00141749757330694,"NO"
"166","CPED1","Thyroid","DEG",-0.372960059893656,-2.29379053622183,0.00172342996034594,"NO"
"174","CRISPLD2","Thyroid","DEG",0.628482527757186,0.101087205408324,0.0379432471031565,"NO"
"175","CRISPLD2","Corticoid","DEG",0.628482527757186,0.101087205408324,0.0379432471031565,"NO"
"176","CRISPLD2","Estrogen","DEG",0.628482527757186,0.101087205408324,0.0379432471031565,"NO"
"177","CRISPLD2","Androgen","DEG",0.628482527757186,0.101087205408324,0.0379432471031565,"NO"
"178","CRISPLD2","PPAR","DEG",0.628482527757186,0.101087205408324,0.0379432471031565,"NO"
"179","CRYAB","Estrogen","DEG",0.138472226433233,0.707235044737769,0.00309263272499865,"NO"
"180","CRYAB","Corticoid","DEG",0.138472226433233,0.707235044737769,0.00309263272499865,"NO"
"181","CRYAB","Androgen","DEG",0.138472226433233,0.707235044737769,0.00309263272499865,"NO"
"182","CRYAB","Thyroid","DEG",0.138472226433233,0.707235044737769,0.00309263272499865,"NO"
"183","CRYAB","PPAR","DEG",0.138472226433233,0.707235044737769,0.00309263272499865,"NO"
"184","CSAD","Thyroid","DEG",-0.519211175986888,-0.384957903017939,0.0261243917535783,"NO"
"185","CSAD","Corticoid","DEG",-0.519211175986888,-0.384957903017939,0.0261243917535783,"NO"
"186","CSAD","Estrogen","DEG",-0.519211175986888,-0.384957903017939,0.0261243917535783,"NO"
"187","CSAD","PPAR","DEG",-0.519211175986888,-0.384957903017939,0.0261243917535783,"NO"
"188","CTSK","Androgen","DEG",-0.300072207223094,-0.777062900256378,0.00146248596828294,"NO"
"189","CTSK","Thyroid","DEG",-0.300072207223094,-0.777062900256378,0.00146248596828294,"NO"
"190","CTSK","PPAR","DEG",-0.300072207223094,-0.777062900256378,0.00146248596828294,"NO"
"191","CTSK","Estrogen","DEG",-0.300072207223094,-0.777062900256378,0.00146248596828294,"NO"
"192","CXCL12","Estrogen","DEG",0.0514153808071328,-0.610699101620344,0.0331414400810977,"NO"
"193","CXCL12","PPAR","DEG",0.0514153808071328,-0.610699101620344,0.0331414400810977,"NO"
"194","CXCL12","Thyroid","DEG",0.0514153808071328,-0.610699101620344,0.0331414400810977,"NO"
"195","CYP2D7","Thyroid","DEG",-0.416169292438954,-0.663853249972647,0.0374287578199318,"NO"
"196","CYP3A5","Estrogen","DEG",-0.463904334362745,-0.993190361456499,0.0027106928549217,"NO"
"197","CYP3A5","Thyroid","DEG",-0.463904334362745,-0.993190361456499,0.0027106928549217,"NO"
"198","CYP3A5","Retinoic","DEG",-0.463904334362745,-0.993190361456499,0.0027106928549217,"NO"
"199","DAAM2","Thyroid","DEG",-0.22065612733336,-0.648890342313847,0.0102386981404904,"NO"
"200","DCN","Thyroid","DEG",-0.188022171899347,-1.27122583957837,0.00610575121046428,"NO"
"201","DCN","Estrogen","DEG",-0.188022171899347,-1.27122583957837,0.00610575121046428,"NO"
"202","DDIT4L","Androgen","DEG",0.716754079749823,0.587743144162443,0.00610575121046428,"NO"
"203","DDIT4L","Thyroid","DEG",0.716754079749823,0.587743144162443,0.00610575121046428,"NO"
"204","DES","Thyroid","DEG",-0.0709773395562318,-0.749341118793084,0.0297055929586817,"NO"
"205","DES","Progesterone","DEG",-0.0709773395562318,-0.749341118793084,0.0297055929586817,"NO"
"206","DHRS2","Retinoic","DEG",0.0642907879822127,-0.609808461414797,0.0354105101310009,"NO"
"207","DHRS2","Estrogen","DEG",0.0642907879822127,-0.609808461414797,0.0354105101310009,"NO"
"214","DKK1","Estrogen","DEG",-0.526828026118269,-1.11058230311558,0.0239090755665099,"NO"
"215","DKK1","Retinoic","DEG",-0.526828026118269,-1.11058230311558,0.0239090755665099,"NO"
"216","DKKL1","Retinoic","DEG",0.202259340288256,0.553302818779032,0.0198513466710138,"NO"
"217","DKKL1","Progesterone","DEG",0.202259340288256,0.553302818779032,0.0198513466710138,"NO"
"218","DKKL1","Androgen","DEG",0.202259340288256,0.553302818779032,0.0198513466710138,"NO"
"219","DNAJA4","Thyroid","DEG",0.00813750611144551,-0.684412559635187,0.0184804085793337,"NO"
"220","DNAJA4","PPAR","DEG",0.00813750611144551,-0.684412559635187,0.0184804085793337,"NO"
"221","DNAJA4","Estrogen","DEG",0.00813750611144551,-0.684412559635187,0.0184804085793337,"NO"
"222","DNM3OS","Progesterone","DEG",-0.650637518147545,-1.12271818090213,0.00446470312361637,"NO"
"223","DPF3","Thyroid","DEG",-0.312849811682775,-0.896524761335032,0.0101344038510078,"NO"
"224","DPYD","Thyroid","DEG",-0.419650915779804,-0.591270834998584,0.00525812971900212,"YES"
"225","DPYD","Estrogen","DEG",-0.419650915779804,-0.591270834998584,0.00525812971900212,"YES"
"226","DRD2","Thyroid","DEG",0.170673560788749,-0.657846670591523,0.0147116784345164,"YES"
"230","E2F3","Thyroid","PsychencodeTF",0.324620731855959,0.159544508015238,0.0299804833772516,"NO"
"237","EBF1","Progesterone","PsychencodeTF&DEG",-0.0944789048831607,-0.594415264694554,0.0034617692200074,"NO"
"238","EBLN2","Estrogen","DEG",-0.596544403519355,-0.566983175159947,0.00597289294055474,"NO"
"239","EDNRA","Thyroid","DEG",-0.183450995287246,-1.51644564860499,0.000534755878262269,"YES"
"241","EFNA5","Estrogen","DEG",0.510440046202,-0.124554051449789,0.0120667406550169,"NO"
"242","EFNA5","Thyroid","DEG",0.510440046202,-0.124554051449789,0.0120667406550169,"NO"
"243","EFNB3","Estrogen","DEG",-0.13030254509344,-0.546455265587588,0.0015174870250371,"NO"
"244","EFNB3","Androgen","DEG",-0.13030254509344,-0.546455265587588,0.0015174870250371,"NO"
"245","EGF","Estrogen","DEG",-0.833542073649662,-0.342255916679542,0.0445673206164762,"NO"
"249","EMILIN1","Thyroid","DEG",0.32072501668959,-0.930676594908432,0.00157867400664463,"NO"
"250","ENG","Thyroid","DEG",-0.224592642806124,-0.554890941615859,0.0492228536300098,"NO"
"251","ENG","Corticoid","DEG",-0.224592642806124,-0.554890941615859,0.0492228536300098,"NO"
"252","EPHA7","Estrogen","DEG",0.652159567277465,0.308450202761532,0.0337283180941395,"YES"
"253","ESRRA","Thyroid","PsychencodeTF",0.198367347558817,0.484018034611833,0.00470250825474007,"NO"
"254","ESRRA","Estrogen","PsychencodeTF",0.198367347558817,0.484018034611833,0.00470250825474007,"NO"
"255","FAM107A","Corticoid","DEG",-0.439795154875567,0.622949790193509,0.0149936706981429,"NO"
"256","FAM107A","Androgen","DEG",-0.439795154875567,0.622949790193509,0.0149936706981429,"NO"
"257","FAM107A","Thyroid","DEG",-0.439795154875567,0.622949790193509,0.0149936706981429,"NO"
"259","FAM183A","Thyroid","DEG",-0.14142429466422,0.594330259660008,0.0402444423535211,"NO"
"260","FAM83B","Estrogen","DEG",-0.962117509314738,0.254216471116469,0.0239090755665099,"NO"
"261","FBLN1","Thyroid","DEG",0.563728093706072,0.431424931465714,0.0273759069283273,"YES"
"262","FBLN1","Androgen","DEG",0.563728093706072,0.431424931465714,0.0273759069283273,"YES"
"263","FBLN5","Estrogen","DEG",0.0120755039420293,0.545254432997139,0.00539223729776914,"NO"
"264","FBLN5","Thyroid","DEG",0.0120755039420293,0.545254432997139,0.00539223729776914,"NO"
"265","FHDC1","Progesterone","DEG",0.545980727637518,0.183473388633874,0.0156549161254998,"NO"
"266","FHDC1","Estrogen","DEG",0.545980727637518,0.183473388633874,0.0156549161254998,"NO"
"267","FHDC1","Corticoid","DEG",0.545980727637518,0.183473388633874,0.0156549161254998,"NO"
"268","FHDC1","Androgen","DEG",0.545980727637518,0.183473388633874,0.0156549161254998,"NO"
"274","FOXO3","Corticoid","PsychencodeTF",0.267809109723838,0.186411248646459,0.00134154704068129,"NO"
"275","FOXO3","Estrogen","PsychencodeTF",0.267809109723838,0.186411248646459,0.00134154704068129,"NO"
"276","FOXO3","Progesterone","PsychencodeTF",0.267809109723838,0.186411248646459,0.00134154704068129,"NO"
"280","FOXP2","Androgen","PsychencodeTF&DEG",-0.57048773444805,0.0392195110355539,0.0495748997851194,"YES"
"281","FRZB","Thyroid","DEG",0.0364910942196361,0.715110970585281,0.0497089609382218,"NO"
"282","FST","Thyroid","DEG",-0.237767657546272,-0.787145597561572,0.00678189371689091,"NO"
"283","FST","Progesterone","DEG",-0.237767657546272,-0.787145597561572,0.00678189371689091,"NO"
"285","GAR1","Thyroid","DEG",0.528531735403872,0.648477841657875,0.034571319189588,"NO"
"287","GK3P","Estrogen","DEG",-1.00989726403079,-1.09910043051502,0.0187559837064408,"NO"
"288","GLYCTK","PPAR","DEG",-0.562165613177689,-0.607612845073322,0.000323985735078871,"NO"
"289","GLYCTK","Estrogen","DEG",-0.562165613177689,-0.607612845073322,0.000323985735078871,"NO"
"290","GOLGA8A","Thyroid","DEG",-0.425477365404927,-0.54247695500467,0.00079778918084412,"NO"
"291","GOLGA8B","Thyroid","DEG",-0.487325847839458,-0.59904953777438,0.000534755878262269,"YES"
"292","GPNMB","Estrogen","DEG",-0.228699922377794,0.564383590622833,0.00141749757330694,"NO"
"293","GPNMB","PPAR","DEG",-0.228699922377794,0.564383590622833,0.00141749757330694,"NO"
"294","GPNMB","Thyroid","DEG",-0.228699922377794,0.564383590622833,0.00141749757330694,"NO"
"295","GPR182","Thyroid","DEG",-0.711748182198088,-1.03011268056562,0.0172480139569407,"NO"
"296","GPR82","Thyroid","DEG",-0.518135060839304,-0.807786095142643,0.0316776880399385,"NO"
"300","GRB14","Progesterone","DEG",-0.515442522941511,-0.0218124856126687,0.0487654624533458,"NO"
"301","GRB14","Corticoid","DEG",-0.515442522941511,-0.0218124856126687,0.0487654624533458,"NO"
"302","GRB14","Thyroid","DEG",-0.515442522941511,-0.0218124856126687,0.0487654624533458,"NO"
"303","GRB14","Estrogen","DEG",-0.515442522941511,-0.0218124856126687,0.0487654624533458,"NO"
"304","GRB14","PPAR","DEG",-0.515442522941511,-0.0218124856126687,0.0487654624533458,"NO"
"305","GREM1","Thyroid","DEG",-0.166163090941713,-1.83763548416877,0.0018709763968082,"NO"
"306","GRHL1","Corticoid","PsychencodeTF",-0.17600581694507,-0.348999837665927,0.0372722818935804,"NO"
"307","GRHL1","Estrogen","PsychencodeTF",-0.17600581694507,-0.348999837665927,0.0372722818935804,"NO"
"308","GRHL1","Thyroid","PsychencodeTF",-0.17600581694507,-0.348999837665927,0.0372722818935804,"NO"
"309","GRHL3","Estrogen","DEG",-0.530398433010649,-0.984098821839543,0.0473804622750479,"NO"
"310","GRHL3","Retinoic","DEG",-0.530398433010649,-0.984098821839543,0.0473804622750479,"NO"
"311","H19","PPAR","DEG",-0.343241678838916,-0.999636781182221,0.0087049194877047,"NO"
"312","H19","Estrogen","DEG",-0.343241678838916,-0.999636781182221,0.0087049194877047,"NO"
"313","H19","Retinoic","DEG",-0.343241678838916,-0.999636781182221,0.0087049194877047,"NO"
"314","H1F0","Corticoid","DEG",0.362721867589925,0.755919131938467,0.00419545106504913,"NO"
"315","H1F0","Retinoic","DEG",0.362721867589925,0.755919131938467,0.00419545106504913,"NO"
"316","H1F0","Estrogen","DEG",0.362721867589925,0.755919131938467,0.00419545106504913,"NO"
"317","H1F0","PPAR","DEG",0.362721867589925,0.755919131938467,0.00419545106504913,"NO"
"318","H1FX","Progesterone","DEG",0.439168600824731,0.518360863417708,0.00082138809680567,"NO"
"319","H1FX","Estrogen","DEG",0.439168600824731,0.518360863417708,0.00082138809680567,"NO"
"320","H2AFX","Estrogen","DEG",0.591783350382836,0.625660509217545,0.00933137749159509,"NO"
"321","H2AFX","Androgen","DEG",0.591783350382836,0.625660509217545,0.00933137749159509,"NO"
"322","H2AFX","Corticoid","DEG",0.591783350382836,0.625660509217545,0.00933137749159509,"NO"
"323","HAP1","Thyroid","DEG",-0.600276670624907,-0.291344216268987,0.0343567908389117,"NO"
"324","HES6","Corticoid","DEG",0.310443240151217,0.519036621920379,0.00783061595606716,"NO"
"325","HES6","Estrogen","DEG",0.310443240151217,0.519036621920379,0.00783061595606716,"NO"
"326","HES6","Thyroid","DEG",0.310443240151217,0.519036621920379,0.00783061595606716,"NO"
"327","HES6","Androgen","DEG",0.310443240151217,0.519036621920379,0.00783061595606716,"NO"
"328","HES6","PPAR","DEG",0.310443240151217,0.519036621920379,0.00783061595606716,"NO"
"334","HMBOX1","Androgen","PsychencodeTF",-0.16766682765602,-0.244103744310247,0.0328401960770191,"YES"
"335","HRC","Estrogen","DEG",-0.877256639233387,-1.18501646809886,0.00246176936126513,"NO"
"336","HS3ST3A1","Retinoic","DEG",0.567522356595309,0.0255630269456754,0.0242565598550736,"NO"
"337","HSF1","Estrogen","PsychencodeTF",0.00802310130249666,0.145860394938002,0.0257237603788612,"NO"
"338","HSPB1","Corticoid","DEG",0.22004178138249,0.510704373200371,0.00270028914780575,"NO"
"339","HSPB1","Estrogen","DEG",0.22004178138249,0.510704373200371,0.00270028914780575,"NO"
"340","HSPB1","Progesterone","DEG",0.22004178138249,0.510704373200371,0.00270028914780575,"NO"
"341","HSPB1","Thyroid","DEG",0.22004178138249,0.510704373200371,0.00270028914780575,"NO"
"342","HSPB1","Androgen","DEG",0.22004178138249,0.510704373200371,0.00270028914780575,"NO"
"343","HSPB1","PPAR","DEG",0.22004178138249,0.510704373200371,0.00270028914780575,"NO"
"346","ID1","Thyroid","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952,"NO"
"347","ID1","Corticoid","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952,"NO"
"348","ID1","Retinoic","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952,"NO"
"349","ID1","PPAR","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952,"NO"
"350","ID1","Androgen","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952,"NO"
"351","ID1","Progesterone","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952,"NO"
"352","ID1","Estrogen","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952,"NO"
"353","ID3","Retinoic","DEG",0.562627714483292,0.279668963530445,0.00610575121046428,"NO"
"354","ID3","Corticoid","DEG",0.562627714483292,0.279668963530445,0.00610575121046428,"NO"
"355","ID3","Progesterone","DEG",0.562627714483292,0.279668963530445,0.00610575121046428,"NO"
"356","ID3","Estrogen","DEG",0.562627714483292,0.279668963530445,0.00610575121046428,"NO"
"357","ID3","PPAR","DEG",0.562627714483292,0.279668963530445,0.00610575121046428,"NO"
"358","ID3","Thyroid","DEG",0.562627714483292,0.279668963530445,0.00610575121046428,"NO"
