"","Gene","Pathway","Function","logFC.EXPO1X","logFC.EXPO1000X","FDR"
"301","FOXO3","Progesterone","PsychencodeTF",0.267809109723838,0.186411248646459,0.00134154704068129
"302","FOXO3","Corticoid","PsychencodeTF",0.267809109723838,0.186411248646459,0.00134154704068129
"303","FOXP1","Retinoic","PsychencodeTF",-0.0382888895179771,0.0528581911583702,0.414803426526479
"304","FOXP1","PPAR","PsychencodeTF",-0.0382888895179771,0.0528581911583702,0.414803426526479
"305","FOXP1","Progesterone","PsychencodeTF",-0.0382888895179771,0.0528581911583702,0.414803426526479
"306","FOXP1","Thyroid","PsychencodeTF",-0.0382888895179771,0.0528581911583702,0.414803426526479
"307","FOXP1","Androgen","PsychencodeTF",-0.0382888895179771,0.0528581911583702,0.414803426526479
"308","FOXP2","Androgen","PsychencodeTF&DEG",-0.57048773444805,0.0392195110355539,0.0495748997851194
"309","FRZB","Thyroid","DEG",0.0364910942196361,0.715110970585281,0.0497089609382218
"310","FSD2","PPAR","DEG",-0.483127665684022,-0.768742720144878,0.000574804829851546
"311","FST","Thyroid","DEG",-0.237767657546272,-0.787145597561572,0.00678189371689091
"312","FST","Progesterone","DEG",-0.237767657546272,-0.787145597561572,0.00678189371689091
"313","FXYD7","Estrogen","DEG",-0.24819470374621,0.00865007156510145,0.536554135254745
"314","GAD2","PPAR","DEG",0.493754604895527,1.08599202135316,0.0379362264293274
"315","GAR1","Thyroid","DEG",0.528531735403872,0.648477841657875,0.034571319189588
"316","GAS5","Estrogen","DEG",-0.205675663614506,-0.183470428596846,0.094318656650304
"317","GK3P","Estrogen","DEG",-1.00989726403079,-1.09910043051502,0.0187559837064408
"318","GLIS3","Thyroid","PsychencodeTF",0.259306656832075,0.141018152565656,0.333563708531793
"319","GLYCTK","PPAR","DEG",-0.562165613177689,-0.607612845073322,0.000323985735078871
"320","GLYCTK","Estrogen","DEG",-0.562165613177689,-0.607612845073322,0.000323985735078871
"321","GOLGA7B","PPAR","DEG",-0.20746166172979,-0.612727236770675,0.0303815919909004
"322","GOLGA8A","Thyroid","DEG",-0.425477365404927,-0.54247695500467,0.00079778918084412
"323","GOLGA8A","PPAR","DEG",-0.425477365404927,-0.54247695500467,0.00079778918084412
"324","GOLGA8B","PPAR","DEG",-0.487325847839458,-0.59904953777438,0.000534755878262269
"325","GOLGA8B","Thyroid","DEG",-0.487325847839458,-0.59904953777438,0.000534755878262269
"326","GPNMB","Estrogen","DEG",-0.228699922377794,0.564383590622833,0.00141749757330694
"327","GPNMB","Thyroid","DEG",-0.228699922377794,0.564383590622833,0.00141749757330694
"328","GPNMB","PPAR","DEG",-0.228699922377794,0.564383590622833,0.00141749757330694
"329","GPR182","Thyroid","DEG",-0.711748182198088,-1.03011268056562,0.0172480139569407
"330","GPR182","PPAR","DEG",-0.711748182198088,-1.03011268056562,0.0172480139569407
"331","GPR82","Thyroid","DEG",-0.518135060839304,-0.807786095142643,0.0316776880399385
"332","GPX3","Retinoic","DEG",-0.0125255578417354,-0.109045621719526,0.728459648649791
"333","GPX3","Progesterone","DEG",-0.0125255578417354,-0.109045621719526,0.728459648649791
"334","GPX3","Thyroid","DEG",-0.0125255578417354,-0.109045621719526,0.728459648649791
"335","GRB14","Thyroid","DEG",-0.515442522941511,-0.0218124856126687,0.0487654624533458
"336","GRB14","Estrogen","DEG",-0.515442522941511,-0.0218124856126687,0.0487654624533458
"337","GRB14","Corticoid","DEG",-0.515442522941511,-0.0218124856126687,0.0487654624533458
"338","GRB14","PPAR","DEG",-0.515442522941511,-0.0218124856126687,0.0487654624533458
"339","GRB14","Progesterone","DEG",-0.515442522941511,-0.0218124856126687,0.0487654624533458
"340","GREM1","Thyroid","DEG",-0.166163090941713,-1.83763548416877,0.0018709763968082
"341","GRHL1","PPAR","PsychencodeTF",-0.17600581694507,-0.348999837665927,0.0372722818935804
"342","GRHL1","Estrogen","PsychencodeTF",-0.17600581694507,-0.348999837665927,0.0372722818935804
"343","GRHL1","Corticoid","PsychencodeTF",-0.17600581694507,-0.348999837665927,0.0372722818935804
"344","GRHL1","Thyroid","PsychencodeTF",-0.17600581694507,-0.348999837665927,0.0372722818935804
"345","GRHL3","Estrogen","DEG",-0.530398433010649,-0.984098821839543,0.0473804622750479
"346","GRHL3","Retinoic","DEG",-0.530398433010649,-0.984098821839543,0.0473804622750479
"347","H19","Estrogen","DEG",-0.343241678838916,-0.999636781182221,0.0087049194877047
"348","H19","PPAR","DEG",-0.343241678838916,-0.999636781182221,0.0087049194877047
"349","H19","Retinoic","DEG",-0.343241678838916,-0.999636781182221,0.0087049194877047
"350","H1F0","Corticoid","DEG",0.362721867589925,0.755919131938467,0.00419545106504913
"351","H1F0","Estrogen","DEG",0.362721867589925,0.755919131938467,0.00419545106504913
"352","H1F0","PPAR","DEG",0.362721867589925,0.755919131938467,0.00419545106504913
"353","H1F0","Retinoic","DEG",0.362721867589925,0.755919131938467,0.00419545106504913
"354","H1FX","Estrogen","DEG",0.439168600824731,0.518360863417708,0.00082138809680567
"355","H1FX","Progesterone","DEG",0.439168600824731,0.518360863417708,0.00082138809680567
"356","H2AFX","Corticoid","DEG",0.591783350382836,0.625660509217545,0.00933137749159509
"357","H2AFX","Androgen","DEG",0.591783350382836,0.625660509217545,0.00933137749159509
"358","H2AFX","Estrogen","DEG",0.591783350382836,0.625660509217545,0.00933137749159509
"359","HAP1","Thyroid","DEG",-0.600276670624907,-0.291344216268987,0.0343567908389117
"360","HES6","Estrogen","DEG",0.310443240151217,0.519036621920379,0.00783061595606716
"361","HES6","PPAR","DEG",0.310443240151217,0.519036621920379,0.00783061595606716
"362","HES6","Corticoid","DEG",0.310443240151217,0.519036621920379,0.00783061595606716
"363","HES6","Thyroid","DEG",0.310443240151217,0.519036621920379,0.00783061595606716
"364","HES6","Androgen","DEG",0.310443240151217,0.519036621920379,0.00783061595606716
"365","HEY1","Progesterone","PsychencodeTF",0.170664561960817,-0.0598263281473642,0.222015411220817
"366","HEY1","Thyroid","PsychencodeTF",0.170664561960817,-0.0598263281473642,0.222015411220817
"367","HEY1","Estrogen","PsychencodeTF",0.170664561960817,-0.0598263281473642,0.222015411220817
"368","HEY1","Androgen","PsychencodeTF",0.170664561960817,-0.0598263281473642,0.222015411220817
"369","HIST1H3A","Estrogen","DEG",0.198659971152651,0.0946056757633392,0.648547548569726
"370","HMBOX1","Androgen","PsychencodeTF",-0.16766682765602,-0.244103744310247,0.0328401960770191
"371","HRC","Estrogen","DEG",-0.877256639233387,-1.18501646809886,0.00246176936126513
"372","HS3ST2","PPAR","DEG",0.891846837248942,0.236085786581493,0.0257042382730993
"373","HS3ST3A1","PPAR","DEG",0.567522356595309,0.0255630269456754,0.0242565598550736
"374","HS3ST3A1","Retinoic","DEG",0.567522356595309,0.0255630269456754,0.0242565598550736
"375","HSF1","Estrogen","PsychencodeTF",0.00802310130249666,0.145860394938002,0.0257237603788612
"376","HSPB1","Corticoid","DEG",0.22004178138249,0.510704373200371,0.00270028914780575
"377","HSPB1","Estrogen","DEG",0.22004178138249,0.510704373200371,0.00270028914780575
"378","HSPB1","Androgen","DEG",0.22004178138249,0.510704373200371,0.00270028914780575
"379","HSPB1","Thyroid","DEG",0.22004178138249,0.510704373200371,0.00270028914780575
"380","HSPB1","Progesterone","DEG",0.22004178138249,0.510704373200371,0.00270028914780575
"381","HSPB1","PPAR","DEG",0.22004178138249,0.510704373200371,0.00270028914780575
"382","ICAM1","Corticoid","DEG",-0.0211815457448306,-0.153679753394506,0.688336955227106
"383","ICAM1","Thyroid","DEG",-0.0211815457448306,-0.153679753394506,0.688336955227106
"384","ID1","Retinoic","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952
"385","ID1","Androgen","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952
"386","ID1","Thyroid","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952
"387","ID1","Corticoid","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952
"388","ID1","PPAR","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952
"389","ID1","Estrogen","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952
"390","ID1","Progesterone","PsychencodeTF&DEG",0.585873456649562,0.455182340930405,0.0111299048497952
"391","ID3","Retinoic","DEG",0.562627714483292,0.279668963530445,0.00610575121046428
"392","ID3","Thyroid","DEG",0.562627714483292,0.279668963530445,0.00610575121046428
"393","ID3","Corticoid","DEG",0.562627714483292,0.279668963530445,0.00610575121046428
"394","ID3","PPAR","DEG",0.562627714483292,0.279668963530445,0.00610575121046428
"395","ID3","Progesterone","DEG",0.562627714483292,0.279668963530445,0.00610575121046428
"396","ID3","Estrogen","DEG",0.562627714483292,0.279668963530445,0.00610575121046428
"397","IFIT2","Thyroid","DEG",-0.487161413093792,-0.698108953642981,0.0322382009343235
"398","IFIT2","Androgen","DEG",-0.487161413093792,-0.698108953642981,0.0322382009343235
"399","IFIT2","Progesterone","DEG",-0.487161413093792,-0.698108953642981,0.0322382009343235
"400","IFIT2","Estrogen","DEG",-0.487161413093792,-0.698108953642981,0.0322382009343235
"401","IGDCC3","Estrogen","DEG",-0.408062350921549,-0.631381359620707,0.0334588216734366
"402","IGSF21","Retinoic","DEG",0.48237729525361,0.603077124740883,0.0312095652520264
"403","IMMP1L","Progesterone","DEG",-0.120834411536061,-0.0607208442739548,0.713446310090652
"404","IMMP1L","Thyroid","DEG",-0.120834411536061,-0.0607208442739548,0.713446310090652
"405","IMMP1L","Androgen","DEG",-0.120834411536061,-0.0607208442739548,0.713446310090652
"406","INE1","Androgen","DEG",-0.404687376683847,-0.545315515639526,0.0227923807603651
"407","ISL1","Estrogen","DEG",0.511871626143267,-0.127918435790856,0.0237644463235054
"408","ISL1","Corticoid","DEG",0.511871626143267,-0.127918435790856,0.0237644463235054
"409","ITGA1","PPAR","DEG",0.406595466746888,-0.144903963182646,0.321052671015835
"410","ITGA1","Thyroid","DEG",0.406595466746888,-0.144903963182646,0.321052671015835
"411","JUND","Corticoid","PsychencodeTF",0.316855271225719,0.373091197321338,0.0313881338302605
"412","JUND","Estrogen","PsychencodeTF",0.316855271225719,0.373091197321338,0.0313881338302605
"413","JUND","Thyroid","PsychencodeTF",0.316855271225719,0.373091197321338,0.0313881338302605
"414","KCNJ2","Thyroid","DEG",0.477824539207735,0.14511594702274,0.0581643311813748
"415","KCNJ2","Androgen","DEG",0.477824539207735,0.14511594702274,0.0581643311813748
"416","KCNJ2","PPAR","DEG",0.477824539207735,0.14511594702274,0.0581643311813748
"417","KCNJ6","PPAR","DEG",-0.546037454353466,-0.080912450167666,0.00785643103534205
"418","KCNMA1","Thyroid","DEG",-0.658191306277336,-0.33457105881181,0.00365416453688898
"419","KDM6B","Thyroid","DEG",0.284401937468137,0.540849688599816,0.00709214019357763
"420","KDM6B","Estrogen","DEG",0.284401937468137,0.540849688599816,0.00709214019357763
"421","KDM6B","PPAR","DEG",0.284401937468137,0.540849688599816,0.00709214019357763
"422","KIRREL3","Thyroid","DEG",-0.0607707707788704,-0.514715235931321,0.0175908790360801
"423","KLB","Thyroid","DEG",-0.35979964694198,-0.643872207045356,0.0277512629434646
"424","KLB","PPAR","DEG",-0.35979964694198,-0.643872207045356,0.0277512629434646
"425","KLF16","Retinoic","PsychencodeTF",0.342305269040887,0.497622050627645,0.029454171053968
"426","KLF16","Thyroid","PsychencodeTF",0.342305269040887,0.497622050627645,0.029454171053968
"427","KLF3","PPAR","PsychencodeTF",0.288672190367931,0.215940412477141,0.0274444007155934
"428","KLF3","Estrogen","PsychencodeTF",0.288672190367931,0.215940412477141,0.0274444007155934
"429","KLF9","Progesterone","PsychencodeTF",0.128777406954011,-0.395840239737478,0.0124797794290657
"430","KLF9","Thyroid","PsychencodeTF",0.128777406954011,-0.395840239737478,0.0124797794290657
"431","KLF9","Corticoid","PsychencodeTF",0.128777406954011,-0.395840239737478,0.0124797794290657
"432","KLF9","Androgen","PsychencodeTF",0.128777406954011,-0.395840239737478,0.0124797794290657
"433","KRT18","Progesterone","DEG",0.20628226706473,0.588369305254206,0.00106699356104667
"434","KRT18","Thyroid","DEG",0.20628226706473,0.588369305254206,0.00106699356104667
"435","KRT18","Estrogen","DEG",0.20628226706473,0.588369305254206,0.00106699356104667
"436","KRT18","Corticoid","DEG",0.20628226706473,0.588369305254206,0.00106699356104667
"437","KRT8","PPAR","DEG",0.401864564697718,0.719044774381668,0.00164487997582941
"438","KRT8","Estrogen","DEG",0.401864564697718,0.719044774381668,0.00164487997582941
"439","KRT8","Thyroid","DEG",0.401864564697718,0.719044774381668,0.00164487997582941
"440","KRT8","Androgen","DEG",0.401864564697718,0.719044774381668,0.00164487997582941
"441","KRT8","Corticoid","DEG",0.401864564697718,0.719044774381668,0.00164487997582941
"442","LGALS1","Estrogen","DEG",-0.0146357910287754,-0.569204461557846,0.0320806560799287
"443","LGALS1","PPAR","DEG",-0.0146357910287754,-0.569204461557846,0.0320806560799287
"444","LGALS1","Androgen","DEG",-0.0146357910287754,-0.569204461557846,0.0320806560799287
"445","LGALS1","Thyroid","DEG",-0.0146357910287754,-0.569204461557846,0.0320806560799287
"446","LGALS1","Progesterone","DEG",-0.0146357910287754,-0.569204461557846,0.0320806560799287
"447","LGALS1","Retinoic","DEG",-0.0146357910287754,-0.569204461557846,0.0320806560799287
"448","LGALS3","Progesterone","DEG",-0.128899387801997,0.609277304948183,0.00309263272499865
"449","LGALS3","PPAR","DEG",-0.128899387801997,0.609277304948183,0.00309263272499865
"450","LGALS3","Androgen","DEG",-0.128899387801997,0.609277304948183,0.00309263272499865
"451","LGALS3","Thyroid","DEG",-0.128899387801997,0.609277304948183,0.00309263272499865
"452","LGI4","PPAR","DEG",-0.11081368219116,-0.0465178114628921,0.90895183757915
"453","LOX","Corticoid","DEG",0.0427857882300253,0.117606770223145,0.525298516664114
"454","LOX","PPAR","DEG",0.0427857882300253,0.117606770223145,0.525298516664114
"455","LOX","Thyroid","DEG",0.0427857882300253,0.117606770223145,0.525298516664114
"456","LOX","Estrogen","DEG",0.0427857882300253,0.117606770223145,0.525298516664114
"457","LOX","Progesterone","DEG",0.0427857882300253,0.117606770223145,0.525298516664114
"458","LPL","Estrogen","DEG",0.491314262627829,0.498510043575508,0.0158553123886704
"459","LPL","PPAR","DEG",0.491314262627829,0.498510043575508,0.0158553123886704
"460","LPL","Progesterone","DEG",0.491314262627829,0.498510043575508,0.0158553123886704
"461","LPL","Retinoic","DEG",0.491314262627829,0.498510043575508,0.0158553123886704
"462","LPL","Corticoid","DEG",0.491314262627829,0.498510043575508,0.0158553123886704
"463","LPL","Thyroid","DEG",0.491314262627829,0.498510043575508,0.0158553123886704
"464","LSM10","Progesterone","DEG",0.480359842883233,0.940157242278284,0.0295274623508717
"465","LSM10","PPAR","DEG",0.480359842883233,0.940157242278284,0.0295274623508717
"466","LSM10","Estrogen","DEG",0.480359842883233,0.940157242278284,0.0295274623508717
"467","LSM10","Androgen","DEG",0.480359842883233,0.940157242278284,0.0295274623508717
"468","LSM10","Corticoid","DEG",0.480359842883233,0.940157242278284,0.0295274623508717
"469","LSM10","Thyroid","DEG",0.480359842883233,0.940157242278284,0.0295274623508717
"470","LUM","Androgen","DEG",-0.507439692338041,-1.44119271180729,0.00153913915653368
"471","LUM","PPAR","DEG",-0.507439692338041,-1.44119271180729,0.00153913915653368
"472","LUM","Thyroid","DEG",-0.507439692338041,-1.44119271180729,0.00153913915653368
"473","LUM","Progesterone","DEG",-0.507439692338041,-1.44119271180729,0.00153913915653368
"474","MAFG","Androgen","PsychencodeTF",0.0127498968909192,0.119596345524952,0.174260468130681
"475","MAFG","Thyroid","PsychencodeTF",0.0127498968909192,0.119596345524952,0.174260468130681
"476","MAP1S","Thyroid","DEG",0.476834332563447,0.616833086919475,0.000528217557308281
"477","MAP3K5","Thyroid","DEG",-0.00902271615123331,-0.541480651294212,0.00300018337996996
"478","MAP3K5","Estrogen","DEG",-0.00902271615123331,-0.541480651294212,0.00300018337996996
"479","MAP3K5","Retinoic","DEG",-0.00902271615123331,-0.541480651294212,0.00300018337996996
"480","MAP3K5","Corticoid","DEG",-0.00902271615123331,-0.541480651294212,0.00300018337996996
"481","MEF2C","Thyroid","PsychencodeTF",-0.0244277564561738,-0.319869370338206,0.0391610670511797
"482","MEF2C","Corticoid","PsychencodeTF",-0.0244277564561738,-0.319869370338206,0.0391610670511797
"483","MEF2C","PPAR","PsychencodeTF",-0.0244277564561738,-0.319869370338206,0.0391610670511797
"484","METRN","Thyroid","DEG",0.644241602191328,0.549340339271685,0.0108409002069748
"485","METRN","Retinoic","DEG",0.644241602191328,0.549340339271685,0.0108409002069748
"486","METRN","Estrogen","DEG",0.644241602191328,0.549340339271685,0.0108409002069748
"487","MFAP2","Estrogen","DEG",0.366644891915329,0.122791262673627,0.0105860303172066
"488","MFAP2","PPAR","DEG",0.366644891915329,0.122791262673627,0.0105860303172066
"489","MFAP2","Progesterone","DEG",0.366644891915329,0.122791262673627,0.0105860303172066
"490","MGAT4C","PPAR","DEG",-0.102868831887314,-0.643309520058905,0.0239090755665099
"491","MGP","Progesterone","DEG",-0.762739966870707,-1.62042704088065,0.0124797794290657
"492","MGP","Estrogen","DEG",-0.762739966870707,-1.62042704088065,0.0124797794290657
"493","MGP","Retinoic","DEG",-0.762739966870707,-1.62042704088065,0.0124797794290657
"494","MGP","Thyroid","DEG",-0.762739966870707,-1.62042704088065,0.0124797794290657
"495","MGP","PPAR","DEG",-0.762739966870707,-1.62042704088065,0.0124797794290657
"496","MGP","Androgen","DEG",-0.762739966870707,-1.62042704088065,0.0124797794290657
"497","MLX","Thyroid","PsychencodeTF",0.00322008527930097,0.106791400923097,0.367661379064421
"498","MLX","Progesterone","PsychencodeTF",0.00322008527930097,0.106791400923097,0.367661379064421
"499","MLX","Estrogen","PsychencodeTF",0.00322008527930097,0.106791400923097,0.367661379064421
"500","MLX","Retinoic","PsychencodeTF",0.00322008527930097,0.106791400923097,0.367661379064421
"501","MLX","Androgen","PsychencodeTF",0.00322008527930097,0.106791400923097,0.367661379064421
"502","MPZ","Thyroid","DEG",-0.762347736914744,-1.0897938427189,0.0109526060459043
"503","MRPL12","Thyroid","DEG",0.515096073802244,0.85462463736436,0.0178394968256398
"504","MRPL12","Progesterone","DEG",0.515096073802244,0.85462463736436,0.0178394968256398
"505","MTTP","PPAR","DEG",-0.291602021708169,-0.294404947243447,0.300524428247278
"506","MTTP","Thyroid","DEG",-0.291602021708169,-0.294404947243447,0.300524428247278
"507","MUSTN1","Thyroid","DEG",-0.557644309390601,-0.727518748633478,0.0179184188756097
"508","MUSTN1","PPAR","DEG",-0.557644309390601,-0.727518748633478,0.0179184188756097
"509","MYO7A","Thyroid","DEG",-0.639576287784323,-0.157307059749421,0.0124512358627232
"510","MYRF","PPAR","DEG",-0.286073128108582,-0.571688493994786,0.0156743915663263
"511","MYRF","Estrogen","DEG",-0.286073128108582,-0.571688493994786,0.0156743915663263
"512","MYRF","Retinoic","DEG",-0.286073128108582,-0.571688493994786,0.0156743915663263
"513","MYRF","Progesterone","DEG",-0.286073128108582,-0.571688493994786,0.0156743915663263
"514","MZT2B","Thyroid","DEG",0.428369162797042,0.505957356835784,0.0167112104566836
"515","NCL","Estrogen","DEG",0.39212389459568,0.195344269590027,0.22341175881997
"516","NCL","Thyroid","DEG",0.39212389459568,0.195344269590027,0.22341175881997
"517","NCL","Corticoid","DEG",0.39212389459568,0.195344269590027,0.22341175881997
"518","NDUFS7","Estrogen","DEG",0.416357230539055,0.600994596835162,0.0171057297040959
"519","NDUFS7","Thyroid","DEG",0.416357230539055,0.600994596835162,0.0171057297040959
"520","NEAT1","Progesterone","DEG",-0.510552094880037,-0.46093857265185,0.0396135053251309
"521","NEAT1","Androgen","DEG",-0.510552094880037,-0.46093857265185,0.0396135053251309
"522","NEFL","Corticoid","DEG",0.17224824561444,-0.674960373302713,0.000117081046024042
"523","NEGR1","PPAR","DEG",-0.0435226180913717,-0.542190550590349,0.00164879395586794
"524","NEIL1","Estrogen","DEG",-0.133000476697795,-0.530218094983513,0.00309263272499865
"525","NFAM1","Thyroid","DEG",0.417016421341225,0.262270576599896,0.579233573832628
"526","NFE2L1","Thyroid","PsychencodeTF",0.0248099757865733,0.193026154691834,0.0193324560443889
"527","NFE2L1","Corticoid","PsychencodeTF",0.0248099757865733,0.193026154691834,0.0193324560443889
"528","NFE2L1","Androgen","PsychencodeTF",0.0248099757865733,0.193026154691834,0.0193324560443889
"529","NFE2L1","Retinoic","PsychencodeTF",0.0248099757865733,0.193026154691834,0.0193324560443889
"530","NFE2L1","Estrogen","PsychencodeTF",0.0248099757865733,0.193026154691834,0.0193324560443889
"531","NFE2L1","PPAR","PsychencodeTF",0.0248099757865733,0.193026154691834,0.0193324560443889
"532","NFE2L2","Thyroid","PsychencodeTF",-0.0690998715127754,0.00740523947893326,0.29108193074264
"533","NFE2L2","Androgen","PsychencodeTF",-0.0690998715127754,0.00740523947893326,0.29108193074264
"534","NFE2L2","PPAR","PsychencodeTF",-0.0690998715127754,0.00740523947893326,0.29108193074264
"535","NFE2L2","Corticoid","PsychencodeTF",-0.0690998715127754,0.00740523947893326,0.29108193074264
"536","NFE2L2","Estrogen","PsychencodeTF",-0.0690998715127754,0.00740523947893326,0.29108193074264
"537","NKD2","Retinoic","DEG",-0.262834848570132,-0.844675245164736,0.0226793050219415
"538","NKD2","Estrogen","DEG",-0.262834848570132,-0.844675245164736,0.0226793050219415
"539","NPNT","Thyroid","DEG",0.68760431442601,0.329576693267192,0.0615556509236674
"540","NPNT","Estrogen","DEG",0.68760431442601,0.329576693267192,0.0615556509236674
"541","NPNT","Progesterone","DEG",0.68760431442601,0.329576693267192,0.0615556509236674
"542","NQO1","Thyroid","DEG",0.18825517156082,0.598139621362394,0.00848403268924318
"543","NQO1","Retinoic","DEG",0.18825517156082,0.598139621362394,0.00848403268924318
"544","NQO1","PPAR","DEG",0.18825517156082,0.598139621362394,0.00848403268924318
"545","NQO1","Estrogen","DEG",0.18825517156082,0.598139621362394,0.00848403268924318
"546","NR1D2","Progesterone","PsychencodeTF",0.185273672893754,0.132422752842898,0.0110802969988135
"547","NR1D2","Estrogen","PsychencodeTF",0.185273672893754,0.132422752842898,0.0110802969988135
"548","NR1D2","Thyroid","PsychencodeTF",0.185273672893754,0.132422752842898,0.0110802969988135
"549","NR1D2","Corticoid","PsychencodeTF",0.185273672893754,0.132422752842898,0.0110802969988135
"550","NR2C1","Thyroid","PsychencodeTF",-0.233385652912258,-0.278303763025911,0.00889259014875534
"551","NR2C1","Retinoic","PsychencodeTF",-0.233385652912258,-0.278303763025911,0.00889259014875534
"552","NR3C2","Thyroid","PsychencodeTF",0.0251848831344553,0.309674349192996,0.00980355612381733
"553","NR3C2","Corticoid","PsychencodeTF",0.0251848831344553,0.309674349192996,0.00980355612381733
"554","NR5A2","Estrogen","PsychencodeTF&DEG",0.0928044130171977,-0.61992176564139,0.0335567144104761
"555","NR5A2","Thyroid","PsychencodeTF&DEG",0.0928044130171977,-0.61992176564139,0.0335567144104761
"556","NR6A1","Thyroid","PsychencodeTF&DEG",-0.248525302392695,-0.580927597128913,0.00459098859703784
"557","NRBP2","PPAR","DEG",-0.503750158185751,-0.485009121865089,0.000203270232213033
"558","NRBP2","Retinoic","DEG",-0.503750158185751,-0.485009121865089,0.000203270232213033
"559","NRBP2","Androgen","DEG",-0.503750158185751,-0.485009121865089,0.000203270232213033
"560","NRBP2","Corticoid","DEG",-0.503750158185751,-0.485009121865089,0.000203270232213033
"561","NRBP2","Progesterone","DEG",-0.503750158185751,-0.485009121865089,0.000203270232213033
"562","NRBP2","Estrogen","DEG",-0.503750158185751,-0.485009121865089,0.000203270232213033
"563","NRP1","Androgen","DEG",-0.231128221805797,-0.289283770972387,0.329587874476025
"564","NRP1","Corticoid","DEG",-0.231128221805797,-0.289283770972387,0.329587874476025
"565","NRP1","Thyroid","DEG",-0.231128221805797,-0.289283770972387,0.329587874476025
"566","NRP1","Retinoic","DEG",-0.231128221805797,-0.289283770972387,0.329587874476025
"567","NRP1","Progesterone","DEG",-0.231128221805797,-0.289283770972387,0.329587874476025
"568","NRP1","Estrogen","DEG",-0.231128221805797,-0.289283770972387,0.329587874476025
"569","NUDT13","Thyroid","DEG",-0.544551267113581,-0.527752483157113,0.0366384963034707
"570","OGN","Thyroid","DEG",-0.163652616295894,-0.933801424490712,0.0134399319229003
"571","OGN","PPAR","DEG",-0.163652616295894,-0.933801424490712,0.0134399319229003
"572","OLFM3","Thyroid","DEG",0.514656950529577,0.17292364895133,0.00985638172346825
"573","OLFM3","PPAR","DEG",0.514656950529577,0.17292364895133,0.00985638172346825
"574","OLFML1","Thyroid","DEG",-0.614685879596943,-1.07848870575928,0.0117761858077858
"575","OLIG1","Thyroid","PsychencodeTF",-0.238338414386154,0.523513265889716,0.263915025339849
"576","ONECUT2","Thyroid","PsychencodeTF&DEG",0.0244117355028685,-0.639925659232928,0.00175934849593666
"577","OTX2","Corticoid","PsychencodeTF&DEG",0.185834851310893,0.113828493606963,0.658642329377755
"578","OTX2","Thyroid","PsychencodeTF&DEG",0.185834851310893,0.113828493606963,0.658642329377755
"579","P2RX7","Estrogen","DEG",-0.17328863443941,-0.900516953259507,0.0160290087429754
"580","P2RX7","Thyroid","DEG",-0.17328863443941,-0.900516953259507,0.0160290087429754
"581","P2RY14","Thyroid","DEG",-0.625015417104674,-1.0029096989946,0.0289595412706884
"582","PABPC1L","Thyroid","DEG",-0.574583605984179,-0.321335910355615,0.0267133519501787
"583","PAPPA","Corticoid","DEG",-0.476281992688163,-0.721919035467522,0.00549307939186351
"584","PATZ1","Androgen","PsychencodeTF",0.0393402339808494,0.0523884627571248,0.550446760101439
"585","PCDH9","Estrogen","DEG",-0.353296480738318,-0.51191575411164,0.00061209823772461
"586","PCP4","Progesterone","DEG",0.13835466419445,0.625422372017526,0.075191879747717
"587","PCP4","Estrogen","DEG",0.13835466419445,0.625422372017526,0.075191879747717
"588","PDIA2","Thyroid","DEG",-0.34175626539161,-0.578018871637952,0.0452010130150742
"589","PDZD7","Estrogen","DEG",-0.419010933198252,-0.893453277672234,0.00198135890545229
"590","PHGDH","Estrogen","DEG",0.338810620038813,0.531806914844318,0.000365068056502048
"591","PHGDH","Thyroid","DEG",0.338810620038813,0.531806914844318,0.000365068056502048
"592","PI15","Thyroid","DEG",-1.07932679224061,-0.226788973128767,0.0889445075977162
"593","PKMYT1","Estrogen","DEG",0.813205610892794,0.765920362345957,0.0110282186376626
"594","PKMYT1","PPAR","DEG",0.813205610892794,0.765920362345957,0.0110282186376626
"595","PKMYT1","Thyroid","DEG",0.813205610892794,0.765920362345957,0.0110282186376626
"596","PLCE1","Thyroid","DEG",-0.532537814382793,0.0862193511865873,0.00164879395586794
"597","PLCE1","PPAR","DEG",-0.532537814382793,0.0862193511865873,0.00164879395586794
"598","PLCXD3","Estrogen","DEG",-0.127035460941804,-0.548821925221212,0.0133923073243061
"599","PLIN4","Retinoic","DEG",-0.554226613794866,-0.706970012249201,0.00838034354937297
"600","PLIN4","Androgen","DEG",-0.554226613794866,-0.706970012249201,0.00838034354937297
"601","PLIN4","Progesterone","DEG",-0.554226613794866,-0.706970012249201,0.00838034354937297
"602","PLIN4","Corticoid","DEG",-0.554226613794866,-0.706970012249201,0.00838034354937297
"603","PLIN4","Thyroid","DEG",-0.554226613794866,-0.706970012249201,0.00838034354937297
"604","PLIN4","PPAR","DEG",-0.554226613794866,-0.706970012249201,0.00838034354937297
"605","PLXND1","Androgen","DEG",-0.164453869632421,-0.629994671421812,0.010700450763746
